item_id,item_name,category_id,category_name,price,cost_price,demand,order_frequency,revenue,contribution_margin,profit_margin_pct,discount,promo_share_pct,rating,rating_trend,repeat_purchase,avg_empirical_elasticity,max_demand_drop,significant_events_count,price_sensitivity_tier,pricing_recommendation
ITEM-079,Strawberry Gorgonzola Pecan Salad,CAT-06,Farm-Fresh Salads & Grain Bowls,14.0,5.0,8360,5561,117040.0,75240.0,64.29,7.24,100.0,3.69,0.13,0.0514,1.36,6.8,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-073,Pacific Black Cod Miso Glaze,CAT-05,Chef Specials & Seafood,44.0,18.0,2635,1795,115940.0,68510.0,59.09,7.5,100.0,3.74,0.183,0.0147,1.19,-2.65,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-018,Prime Wagyu Truffle Burger,CAT-02,Artisanal Burgers & Handhelds,28.0,11.5,4045,2734,113260.0,66742.5,58.93,7.74,100.0,3.49,-0.292,0.0239,2.649,18.54,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,CAT-06,Farm-Fresh Salads & Grain Bowls,13.99,4.9,7879,5222,110227.21,71620.11,64.97,7.12,100.0,3.6,0.22,0.049,1.04,5.2,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-078,Burrata Caprese Heirloom Salad,CAT-06,Farm-Fresh Salads & Grain Bowls,16.5,7.8,6678,4530,110187.0,58098.6,52.73,7.34,100.0,3.47,-0.242,0.0426,1.3,6.46,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-075,Seafood Bouillabaisse Saffron Rouille,CAT-05,Chef Specials & Seafood,37.0,16.5,2939,2016,108743.0,60249.5,55.41,7.34,100.0,3.35,0.459,0.0206,3.245,16.23,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-107,Classic Madagascar Vanilla Bean Gelato,CAT-08,Handcrafted Desserts & Pastries,7.5,1.8,14497,9457,108727.5,82632.9,76.0,7.61,100.0,3.6,0.086,0.0924,2.306,11.69,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-117,Artisanal Macaron Assortment (6pcs),CAT-08,Handcrafted Desserts & Pastries,15.0,4.2,7137,4836,107055.0,77079.6,72.0,7.06,100.0,3.58,-0.021,0.0464,2.828,14.14,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-004,Garlic Herb Breadsticks,CAT-01,Appetizers & Small Plates,6.99,4.8,15312,10039,107030.88,33533.28,31.33,7.37,100.0,3.56,0.064,0.0931,-0.37,5.34,1,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-114,Warm Churros with Spiced Dulce,CAT-08,Handcrafted Desserts & Pastries,9.0,2.4,11667,7605,105003.0,77002.2,73.33,7.21,100.0,3.59,-0.075,0.0713,0.352,1.76,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-104,Golden Turmeric Lentil Soup Bowl,CAT-07,Vegan & Plant-Based Creations,9.99,2.8,10481,6907,104705.19,75358.39,71.97,7.06,100.0,3.65,0.021,0.0644,-0.379,-1.9,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-080,Roasted Beet & Goat Cheese Bowl,CAT-06,Farm-Fresh Salads & Grain Bowls,15.0,5.4,6975,4722,104625.0,66960.0,64.0,6.9,100.0,3.61,-0.116,0.0425,3.515,17.57,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-103,Korean Gochujang Crispy Tofu,CAT-07,Vegan & Plant-Based Creations,14.5,4.4,7193,4820,104298.5,72649.3,69.66,7.08,100.0,3.75,0.054,0.0458,0.031,0.16,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-045,Linguine alle Vongole (Clams),CAT-03,Wood-Fired Pizzas & Pastas,25.0,12.0,4139,2788,103475.0,53807.0,52.0,7.28,100.0,3.57,-0.435,0.0284,2.372,11.86,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-139,Vanilla Bean Oat Milk Latte,CAT-10,Specialty Coffee & Beverages,5.75,1.2,17901,11410,102930.75,81449.55,79.13,7.24,100.0,3.55,-0.331,0.1073,0.844,4.26,0,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-028,Cubano Roast Pork Sandwich,CAT-02,Artisanal Burgers & Handhelds,15.5,7.2,6504,4432,100812.0,53983.2,53.55,7.21,100.0,3.68,-0.036,0.0392,3.842,19.33,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-140,Caramel Macchiato Sea Salt,CAT-10,Specialty Coffee & Beverages,5.99,1.25,16236,10532,97253.64,76958.64,79.13,7.27,100.0,3.59,-0.134,0.0972,2.809,14.07,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-010,Smoked Duck Croquettes,CAT-01,Appetizers & Small Plates,15.4,7.0,6066,4088,97056.0,54594.0,56.25,7.32,100.0,3.57,-0.611,0.0418,5.123,25.61,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-015,Bacon Wrapped Stuffed Dates,CAT-01,Appetizers & Small Plates,13.5,5.2,7147,4797,96484.5,59320.1,61.48,7.34,100.0,3.64,-0.015,0.044,3.573,18.0,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-137,Nitro Cold Brew Sweet Cream,CAT-10,Specialty Coffee & Beverages,5.99,1.1,15570,10120,93264.3,76137.3,81.64,6.95,100.0,3.63,0.122,0.097,1.316,2.01,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-074,Fried Softshell Crab Basket,CAT-05,Chef Specials & Seafood,26.0,12.0,3540,2451,92040.0,49560.0,53.85,7.13,100.0,3.72,0.181,0.0297,3.163,15.81,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-127,Zero-Proof Cucumber Mint Cooler,CAT-09,Signature Cocktails & Mocktails,8.5,1.6,10809,7200,91876.5,74582.1,81.18,7.39,100.0,3.64,-0.038,0.0642,2.396,12.12,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-024,Portobello Mushroom Swiss Burger,CAT-02,Artisanal Burgers & Handhelds,15.0,5.8,6105,4118,91575.0,56166.0,61.33,7.13,100.0,3.61,0.064,0.0395,0.75,4.03,0,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-099,Lentil Shepherd's Pie Sweet Potato,CAT-07,Vegan & Plant-Based Creations,17.5,5.2,5153,3485,90177.5,63381.9,70.29,7.43,100.0,3.6,-0.259,0.0317,2.542,12.78,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-087,Green Goddess Farro Bowl,CAT-06,Farm-Fresh Salads & Grain Bowls,14.5,4.8,6123,4167,88783.5,59393.1,66.9,7.18,100.0,3.59,-0.022,0.0362,1.542,7.76,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-109,Warm Apple Cinnamon Crisp,CAT-08,Handcrafted Desserts & Pastries,9.5,2.8,9333,6224,88663.5,62531.1,70.53,7.14,100.0,3.59,0.016,0.0598,1.367,8.67,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-072,Whole Grilled Red Snapper Mojo,CAT-05,Chef Specials & Seafood,42.0,17.5,2091,1476,87822.0,51229.5,58.33,7.71,100.0,3.77,0.398,0.0129,0.354,1.77,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),CAT-09,Signature Cocktails & Mocktails,8.99,1.8,9751,6474,87661.49,70109.69,79.98,7.29,100.0,3.65,0.081,0.0633,3.746,18.75,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),CAT-09,Signature Cocktails & Mocktails,8.5,1.7,10134,6743,86139.0,68911.2,80.0,7.12,100.0,3.75,-0.018,0.0665,2.847,14.4,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-136,DineIQ House Drip Roast Coffee,CAT-10,Specialty Coffee & Beverages,3.99,0.6,21480,13670,85705.2,72817.2,84.96,7.31,100.0,3.61,-0.104,0.1239,2.079,10.42,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-096,Roasted Eggplant Harissa Shakshuka,CAT-07,Vegan & Plant-Based Creations,15.0,4.5,5692,3897,85380.0,59766.0,70.0,7.42,100.0,3.62,-0.108,0.0364,2.506,12.53,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-120,Affogato al Caffe Espresso Scoop,CAT-08,Handcrafted Desserts & Pastries,6.99,1.5,11752,7772,82146.48,64518.48,78.54,7.0,100.0,3.61,-0.075,0.0725,1.809,9.06,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-116,Key Lime Tart Graham Crust,CAT-08,Handcrafted Desserts & Pastries,9.5,2.7,8340,5583,79230.0,56712.0,71.58,7.14,100.0,3.72,0.149,0.0581,1.671,11.36,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-035,Black Truffle Tagliolini Caviar,CAT-03,Wood-Fired Pizzas & Pastas,42.0,11.5,1799,1241,75558.0,54869.5,72.62,7.56,100.0,3.67,-0.057,0.011,0.272,1.89,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-005,Wild Alaskan Salmon Tartare,CAT-01,Appetizers & Small Plates,21.0,11.5,3544,2433,74424.0,33668.0,45.24,7.06,100.0,3.6,0.079,0.0275,3.463,17.32,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-141,Ceremonial Iced Matcha Latte,CAT-10,Specialty Coffee & Beverages,6.5,1.4,11200,7436,72800.0,57120.0,78.46,7.01,100.0,3.64,-0.028,0.0666,4.115,20.89,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-030,Grilled Halloumi Flatbread,CAT-02,Artisanal Burgers & Handhelds,14.0,5.5,5118,3500,71652.0,43503.0,60.71,7.36,100.0,3.74,0.101,0.0308,3.679,18.39,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-029,Truffle Lobster Roll,CAT-02,Artisanal Burgers & Handhelds,34.0,14.5,2058,1436,69972.0,40131.0,57.35,6.94,100.0,3.61,0.208,0.0131,0.678,0.16,1,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-060,Pepper-Crusted Bison Tenderloin,CAT-04,Prime Steaks & Butcher Cuts,58.0,25.0,1145,794,66410.0,37785.0,56.9,7.55,100.0,3.48,-0.294,0.0093,-0.242,-1.69,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-146,Acai Berry Superfood Smoothie,CAT-10,Specialty Coffee & Beverages,7.99,3.4,8284,5590,66189.16,38023.56,57.45,7.05,100.0,3.61,-0.206,0.0515,3.185,15.95,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-144,Fresh Squeezed Orange Juice,CAT-10,Specialty Coffee & Beverages,5.5,2.6,11974,7822,65857.0,34724.6,52.73,7.37,100.0,3.58,-0.106,0.071,1.731,8.81,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-051,A5 Miyazaki Japanese Wagyu (4oz),CAT-04,Prime Steaks & Butcher Cuts,95.0,32.0,667,457,63365.0,42021.0,66.32,8.05,100.0,3.65,-0.395,0.0092,1.435,10.04,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-090,Warm Roasted Butternut Squash Bowl,CAT-06,Farm-Fresh Salads & Grain Bowls,14.0,4.5,4526,3102,63364.0,42997.0,67.86,7.71,100.0,3.77,-0.218,0.0294,1.61,7.33,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-014,Spanakopita Herb Triangles,CAT-01,Appetizers & Small Plates,11.0,4.5,5719,3782,62909.0,37173.5,59.09,7.0,100.0,3.62,-0.335,0.0347,1.398,6.99,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-006,Soft-Shell Crab Sliders,CAT-01,Appetizers & Small Plates,22.44,10.2,3191,2159,62224.5,29676.3,47.69,6.87,100.0,3.63,-0.182,0.0181,0.962,4.83,0,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-115,Pecan Pie Bourbon Whipped Cream,CAT-08,Handcrafted Desserts & Pastries,10.0,3.0,6181,4167,61810.0,43267.0,70.0,7.21,100.0,3.54,-0.054,0.0366,0.548,2.02,1,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-110,Fresh Wild Berry Pavlova,CAT-08,Handcrafted Desserts & Pastries,13.5,5.8,4564,3127,61614.0,35142.8,57.04,7.24,100.0,3.61,-0.474,0.0357,4.324,21.78,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-057,Roasted Veal Chop Chanterelles,CAT-04,Prime Steaks & Butcher Cuts,49.0,22.0,1208,843,59192.0,32616.0,55.1,7.54,100.0,3.79,0.464,0.0087,-0.62,-14.52,0,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-119,Matcha Green Tea Crepe Cake,CAT-08,Handcrafted Desserts & Pastries,11.5,3.2,5100,3453,58650.0,42330.0,72.17,7.12,100.0,3.56,0.005,0.0341,2.225,11.22,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-145,Sparkling San Pellegrino (750ml),CAT-10,Specialty Coffee & Beverages,6.0,1.5,9613,6335,57678.0,43258.5,75.0,6.85,100.0,3.61,0.194,0.0544,1.618,8.09,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-105,Artisanal Vegan Charcuterie Board,CAT-07,Vegan & Plant-Based Creations,26.0,8.5,2205,1447,57330.0,38587.5,67.31,7.09,100.0,3.38,0.582,0.0174,3.623,25.36,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-138,Double Espresso Single Origin,CAT-10,Specialty Coffee & Beverages,3.5,0.5,16318,10619,57113.0,48954.0,85.71,7.14,100.0,3.61,0.059,0.0947,1.572,8.09,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-133,Rare Japanese Whisky Flight (3-pour),CAT-09,Signature Cocktails & Mocktails,55.0,14.0,1038,712,57090.0,42558.0,74.55,7.83,100.0,3.68,-0.449,0.0073,6.364,44.55,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-142,Spiced Masala Chai Latte,CAT-10,Specialty Coffee & Beverages,5.25,0.9,10614,7083,55723.5,46170.9,82.86,7.13,100.0,3.6,-0.096,0.0693,2.185,10.82,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-008,Reserve Osetra Caviar Blinis,CAT-01,Appetizers & Small Plates,36.3,16.5,814,574,52910.0,39479.0,74.62,7.46,100.0,3.32,0.992,0.0073,1.681,11.76,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-150,Artisanal Kombucha Peach Ginger,CAT-10,Specialty Coffee & Beverages,6.25,1.8,7766,5205,48537.5,34558.7,71.2,7.1,100.0,3.56,-0.051,0.0479,2.148,10.66,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-148,Cold Pressed Green Detox Juice,CAT-10,Specialty Coffee & Beverages,8.5,4.1,5699,3807,48441.5,25075.6,51.76,6.99,100.0,3.57,0.351,0.0367,2.08,10.52,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-147,Belgian Hot Chocolate Marshmallows,CAT-10,Specialty Coffee & Beverages,5.5,1.1,8632,5755,47476.0,37980.8,80.0,7.12,100.0,3.65,-0.011,0.0585,2.227,5.62,1,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-125,Black Truffle Infused Manhattan,CAT-09,Signature Cocktails & Mocktails,28.0,4.5,1691,1127,47348.0,39738.5,83.93,7.03,100.0,3.75,0.114,0.0113,-0.761,-5.33,0,Moderately Price Sensitive,BALANCED: Implement modest 3-5% price adjustments strictly pegged to ingredient inflation.
ITEM-143,Organic Earl Grey Loose Leaf Tea,CAT-10,Specialty Coffee & Beverages,4.25,0.45,9333,6263,39665.25,35465.4,89.41,6.86,100.0,3.51,-0.065,0.0625,2.416,11.94,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-113,Vintage Champagne Berry Float,CAT-08,Handcrafted Desserts & Pastries,24.0,5.5,1351,901,32424.0,24993.5,77.08,7.35,100.0,3.7,-0.349,0.0082,0.308,3.39,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
ITEM-118,Dark Chocolate Souffle Grand Marnier,CAT-08,Handcrafted Desserts & Pastries,16.5,4.0,1762,1212,29073.0,22025.0,75.76,7.2,100.0,3.77,0.644,0.013,2.141,15.05,0,Highly Price Sensitive,ELASTIC: Avoid unbundled price increases; utilize bundle meals or promotional framing to drive volume.
ITEM-149,Rare Blue Mountain Jamaican Pour-Over,CAT-10,Specialty Coffee & Beverages,12.0,2.5,1482,1020,17784.0,14079.0,79.17,6.35,100.0,3.56,0.41,0.0061,0.103,0.72,0,Low Price Sensitivity,INELASTIC: Prime margin harvesting candidate; strong brand loyalty permits 8-12% premium pricing.
