order_date,restaurant_name,actual_demand,predicted_demand,forecast_error,granularity
2025-12-17,DineIQ Silicon Valley Hub,188.0,164.88,23.12,Restaurant Locations
2025-12-17,DineIQ West Loop Bistro,107.0,157.25,-50.25,Restaurant Locations
2025-12-18,DineIQ Atlanta Midtown,156.0,180.42,-24.42,Restaurant Locations
2025-12-18,DineIQ Austin Domain Drive-Thru,62.0,115.05,-53.05,Restaurant Locations
2025-12-18,DineIQ Austin Downtown,149.0,180.75,-31.75,Restaurant Locations
2025-12-18,DineIQ Bellevue Tech Plaza,205.0,190.15,14.85,Restaurant Locations
2025-12-18,DineIQ Boston Back Bay,145.0,170.95,-25.95,Restaurant Locations
2025-12-18,DineIQ Brooklyn Heights,175.0,173.62,1.38,Restaurant Locations
2025-12-18,DineIQ Chicago Magnificent Mile,232.0,243.48,-11.48,Restaurant Locations
2025-12-18,DineIQ Dallas Arts District,179.0,192.28,-13.28,Restaurant Locations
2025-12-18,DineIQ Denver LoDo,231.0,184.85,46.15,Restaurant Locations
2025-12-18,DineIQ Financial Center,243.0,202.62,40.38,Restaurant Locations
2025-12-18,DineIQ Flagship Downtown,356.0,279.69,76.31,Restaurant Locations
2025-12-18,DineIQ Houston Galleria,223.0,194.8,28.2,Restaurant Locations
2025-12-18,DineIQ Los Angeles Beverly,262.0,267.96,-5.96,Restaurant Locations
2025-12-18,DineIQ Miami South Beach,154.0,236.25,-82.25,Restaurant Locations
2025-12-18,DineIQ Orlando Theme Park Outpost,374.0,230.23,143.77,Restaurant Locations
2025-12-18,DineIQ San Francisco Embarcadero,311.0,211.8,99.2,Restaurant Locations
2025-12-18,DineIQ Santa Monica Promenade,144.0,216.35,-72.35,Restaurant Locations
2025-12-18,DineIQ Seattle Pike Place,178.0,195.58,-17.58,Restaurant Locations
2025-12-18,DineIQ Silicon Valley Hub,136.0,197.36,-61.36,Restaurant Locations
2025-12-18,DineIQ West Loop Bistro,233.0,177.71,55.29,Restaurant Locations
2025-12-19,DineIQ Atlanta Midtown,169.0,226.42,-57.42,Restaurant Locations
2025-12-19,DineIQ Austin Domain Drive-Thru,58.0,159.53,-101.53,Restaurant Locations
2025-12-19,DineIQ Austin Downtown,290.0,272.05,17.95,Restaurant Locations
2025-12-19,DineIQ Bellevue Tech Plaza,344.0,252.31,91.69,Restaurant Locations
2025-12-19,DineIQ Boston Back Bay,235.0,254.1,-19.1,Restaurant Locations
2025-12-19,DineIQ Brooklyn Heights,226.0,231.02,-5.02,Restaurant Locations
2025-12-19,DineIQ Chicago Magnificent Mile,417.0,338.12,78.88,Restaurant Locations
2025-12-19,DineIQ Dallas Arts District,205.0,282.72,-77.72,Restaurant Locations
2025-12-19,DineIQ Denver LoDo,144.0,246.35,-102.35,Restaurant Locations
2025-12-19,DineIQ Financial Center,263.0,325.65,-62.65,Restaurant Locations
2025-12-19,DineIQ Flagship Downtown,414.0,410.74,3.26,Restaurant Locations
2025-12-19,DineIQ Houston Galleria,272.0,282.58,-10.58,Restaurant Locations
2025-12-19,DineIQ Los Angeles Beverly,303.0,372.48,-69.48,Restaurant Locations
2025-12-19,DineIQ Miami South Beach,297.0,362.52,-65.52,Restaurant Locations
2025-12-19,DineIQ Orlando Theme Park Outpost,302.0,362.29,-60.29,Restaurant Locations
2025-12-19,DineIQ San Francisco Embarcadero,250.0,336.6,-86.6,Restaurant Locations
2025-12-19,DineIQ Santa Monica Promenade,313.0,345.9,-32.9,Restaurant Locations
2025-12-19,DineIQ Seattle Pike Place,265.0,278.19,-13.19,Restaurant Locations
2025-12-19,DineIQ Silicon Valley Hub,368.0,273.87,94.13,Restaurant Locations
2025-12-19,DineIQ West Loop Bistro,332.0,266.47,65.53,Restaurant Locations
2025-12-20,DineIQ Atlanta Midtown,196.0,240.89,-44.89,Restaurant Locations
2025-12-20,DineIQ Austin Domain Drive-Thru,71.0,178.15,-107.15,Restaurant Locations
2025-12-20,DineIQ Austin Downtown,289.0,249.18,39.82,Restaurant Locations
2025-12-20,DineIQ Bellevue Tech Plaza,161.0,245.67,-84.67,Restaurant Locations
2025-12-20,DineIQ Boston Back Bay,302.0,244.93,57.07,Restaurant Locations
2025-12-20,DineIQ Brooklyn Heights,232.0,236.42,-4.42,Restaurant Locations
2025-12-20,DineIQ Chicago Magnificent Mile,379.0,323.37,55.63,Restaurant Locations
2025-12-20,DineIQ Dallas Arts District,183.0,268.55,-85.55,Restaurant Locations
2025-12-20,DineIQ Denver LoDo,185.0,236.28,-51.28,Restaurant Locations
2025-12-20,DineIQ Financial Center,284.0,309.63,-25.63,Restaurant Locations
2025-12-20,DineIQ Flagship Downtown,387.0,430.6,-43.6,Restaurant Locations
2025-12-20,DineIQ Houston Galleria,297.0,276.38,20.62,Restaurant Locations
2025-12-20,DineIQ Los Angeles Beverly,317.0,372.41,-55.41,Restaurant Locations
2025-12-20,DineIQ Miami South Beach,363.0,345.84,17.16,Restaurant Locations
2025-12-20,DineIQ Orlando Theme Park Outpost,357.0,328.67,28.33,Restaurant Locations
2025-12-20,DineIQ San Francisco Embarcadero,284.0,355.79,-71.79,Restaurant Locations
2025-12-20,DineIQ Santa Monica Promenade,203.0,344.98,-141.98,Restaurant Locations
2025-12-20,DineIQ Seattle Pike Place,264.0,274.17,-10.17,Restaurant Locations
2025-12-20,DineIQ Silicon Valley Hub,223.0,260.05,-37.05,Restaurant Locations
2025-12-20,DineIQ West Loop Bistro,327.0,257.17,69.83,Restaurant Locations
2025-12-21,DineIQ Atlanta Midtown,317.0,249.28,67.72,Restaurant Locations
2025-12-21,DineIQ Austin Domain Drive-Thru,117.0,151.5,-34.5,Restaurant Locations
2025-12-21,DineIQ Austin Downtown,279.0,277.05,1.95,Restaurant Locations
2025-12-21,DineIQ Bellevue Tech Plaza,189.0,232.66,-43.66,Restaurant Locations
2025-12-21,DineIQ Boston Back Bay,172.0,234.47,-62.47,Restaurant Locations
2025-12-21,DineIQ Brooklyn Heights,206.0,226.98,-20.98,Restaurant Locations
2025-12-21,DineIQ Chicago Magnificent Mile,343.0,320.07,22.93,Restaurant Locations
2025-12-21,DineIQ Dallas Arts District,154.0,278.43,-124.43,Restaurant Locations
2025-12-21,DineIQ Denver LoDo,238.0,227.22,10.78,Restaurant Locations
2025-12-21,DineIQ Financial Center,262.0,282.64,-20.64,Restaurant Locations
2025-12-21,DineIQ Flagship Downtown,281.0,420.33,-139.33,Restaurant Locations
2025-12-21,DineIQ Houston Galleria,330.0,274.31,55.69,Restaurant Locations
2025-12-21,DineIQ Los Angeles Beverly,416.0,373.16,42.84,Restaurant Locations
2025-12-21,DineIQ Miami South Beach,275.0,327.63,-52.63,Restaurant Locations
2025-12-21,DineIQ Orlando Theme Park Outpost,342.0,297.96,44.04,Restaurant Locations
2025-12-21,DineIQ San Francisco Embarcadero,280.0,342.0,-62.0,Restaurant Locations
2025-12-21,DineIQ Santa Monica Promenade,410.0,367.44,42.56,Restaurant Locations
2025-12-21,DineIQ Seattle Pike Place,220.0,258.26,-38.26,Restaurant Locations
2025-12-21,DineIQ Silicon Valley Hub,282.0,268.56,13.44,Restaurant Locations
2025-12-21,DineIQ West Loop Bistro,262.0,253.32,8.68,Restaurant Locations
2025-12-22,DineIQ Atlanta Midtown,160.0,168.51,-8.51,Restaurant Locations
2025-12-22,DineIQ Austin Domain Drive-Thru,113.0,97.33,15.67,Restaurant Locations
2025-12-22,DineIQ Austin Downtown,241.0,170.63,70.37,Restaurant Locations
2025-12-22,DineIQ Bellevue Tech Plaza,218.0,176.77,41.23,Restaurant Locations
2025-12-22,DineIQ Boston Back Bay,115.0,164.25,-49.25,Restaurant Locations
2025-12-22,DineIQ Brooklyn Heights,142.0,162.94,-20.94,Restaurant Locations
2025-12-22,DineIQ Chicago Magnificent Mile,320.0,242.58,77.42,Restaurant Locations
2025-12-22,DineIQ Dallas Arts District,174.0,175.25,-1.25,Restaurant Locations
2025-12-22,DineIQ Denver LoDo,128.0,173.97,-45.97,Restaurant Locations
2025-12-22,DineIQ Financial Center,93.0,182.33,-89.33,Restaurant Locations
2025-12-22,DineIQ Flagship Downtown,268.0,299.28,-31.28,Restaurant Locations
2025-12-22,DineIQ Houston Galleria,187.0,180.28,6.72,Restaurant Locations
2025-12-22,DineIQ Los Angeles Beverly,284.0,236.62,47.38,Restaurant Locations
2025-12-22,DineIQ Miami South Beach,230.0,216.53,13.47,Restaurant Locations
2025-12-22,DineIQ Orlando Theme Park Outpost,101.0,240.44,-139.44,Restaurant Locations
2025-12-22,DineIQ San Francisco Embarcadero,300.0,228.69,71.31,Restaurant Locations
2025-12-22,DineIQ Santa Monica Promenade,202.0,221.22,-19.22,Restaurant Locations
2025-12-22,DineIQ Seattle Pike Place,154.0,177.52,-23.52,Restaurant Locations
2025-12-22,DineIQ Silicon Valley Hub,163.0,182.08,-19.08,Restaurant Locations
2025-12-22,DineIQ West Loop Bistro,190.0,169.32,20.68,Restaurant Locations
2025-12-23,DineIQ Atlanta Midtown,194.0,144.74,49.26,Restaurant Locations
2025-12-23,DineIQ Austin Domain Drive-Thru,94.0,97.95,-3.95,Restaurant Locations
2025-12-23,DineIQ Austin Downtown,129.0,162.75,-33.75,Restaurant Locations
2025-12-23,DineIQ Bellevue Tech Plaza,121.0,157.98,-36.98,Restaurant Locations
2025-12-23,DineIQ Boston Back Bay,128.0,146.25,-18.25,Restaurant Locations
2025-12-23,DineIQ Brooklyn Heights,233.0,139.7,93.3,Restaurant Locations
2025-12-23,DineIQ Chicago Magnificent Mile,329.0,226.56,102.44,Restaurant Locations
2025-12-23,DineIQ Dallas Arts District,87.0,163.51,-76.51,Restaurant Locations
2025-12-23,DineIQ Denver LoDo,168.0,161.17,6.83,Restaurant Locations
2025-12-23,DineIQ Financial Center,66.0,174.34,-108.34,Restaurant Locations
2025-12-23,DineIQ Flagship Downtown,289.0,234.49,54.51,Restaurant Locations
2025-12-23,DineIQ Houston Galleria,174.0,179.64,-5.64,Restaurant Locations
2025-12-23,DineIQ Los Angeles Beverly,253.0,214.55,38.45,Restaurant Locations
2025-12-23,DineIQ Miami South Beach,171.0,218.08,-47.08,Restaurant Locations
2025-12-23,DineIQ Orlando Theme Park Outpost,210.0,208.37,1.63,Restaurant Locations
2025-12-23,DineIQ San Francisco Embarcadero,192.0,210.49,-18.49,Restaurant Locations
2025-12-23,DineIQ Santa Monica Promenade,193.0,226.0,-33.0,Restaurant Locations
2025-12-23,DineIQ Seattle Pike Place,107.0,178.78,-71.78,Restaurant Locations
2025-12-23,DineIQ Silicon Valley Hub,187.0,162.82,24.18,Restaurant Locations
2025-12-23,DineIQ West Loop Bistro,105.0,157.98,-52.98,Restaurant Locations
2025-12-24,DineIQ Atlanta Midtown,121.0,156.2,-35.2,Restaurant Locations
2025-12-24,DineIQ Austin Domain Drive-Thru,57.0,97.04,-40.04,Restaurant Locations
2025-12-24,DineIQ Austin Downtown,104.0,148.51,-44.51,Restaurant Locations
2025-12-24,DineIQ Bellevue Tech Plaza,143.0,154.25,-11.25,Restaurant Locations
2025-12-24,DineIQ Boston Back Bay,156.0,155.36,0.64,Restaurant Locations
2025-12-24,DineIQ Brooklyn Heights,122.0,149.13,-27.13,Restaurant Locations
2025-12-24,DineIQ Chicago Magnificent Mile,291.0,223.91,67.09,Restaurant Locations
2025-12-24,DineIQ Dallas Arts District,104.0,161.73,-57.73,Restaurant Locations
2025-12-24,DineIQ Denver LoDo,113.0,153.99,-40.99,Restaurant Locations
2025-12-24,DineIQ Financial Center,110.0,165.49,-55.49,Restaurant Locations
2025-12-24,DineIQ Flagship Downtown,230.0,232.06,-2.06,Restaurant Locations
2025-12-24,DineIQ Houston Galleria,169.0,182.68,-13.68,Restaurant Locations
2025-12-24,DineIQ Los Angeles Beverly,180.0,217.0,-37.0,Restaurant Locations
2025-12-24,DineIQ Miami South Beach,230.0,218.8,11.2,Restaurant Locations
2025-12-24,DineIQ Orlando Theme Park Outpost,174.0,220.34,-46.34,Restaurant Locations
2025-12-24,DineIQ San Francisco Embarcadero,129.0,214.22,-85.22,Restaurant Locations
2025-12-24,DineIQ Santa Monica Promenade,121.0,214.06,-93.06,Restaurant Locations
2025-12-24,DineIQ Seattle Pike Place,110.0,188.15,-78.15,Restaurant Locations
2025-12-24,DineIQ Silicon Valley Hub,150.0,166.69,-16.69,Restaurant Locations
2025-12-24,DineIQ West Loop Bistro,182.0,154.89,27.11,Restaurant Locations
2025-12-25,DineIQ Atlanta Midtown,180.0,186.68,-6.68,Restaurant Locations
2025-12-25,DineIQ Austin Domain Drive-Thru,49.0,120.03,-71.03,Restaurant Locations
2025-12-25,DineIQ Austin Downtown,181.0,191.09,-10.09,Restaurant Locations
2025-12-25,DineIQ Bellevue Tech Plaza,141.0,192.25,-51.25,Restaurant Locations
2025-12-25,DineIQ Boston Back Bay,127.0,181.66,-54.66,Restaurant Locations
2025-12-25,DineIQ Brooklyn Heights,198.0,177.03,20.97,Restaurant Locations
2025-12-25,DineIQ Chicago Magnificent Mile,283.0,251.51,31.49,Restaurant Locations
2025-12-25,DineIQ Dallas Arts District,240.0,190.91,49.09,Restaurant Locations
2025-12-25,DineIQ Denver LoDo,145.0,190.85,-45.85,Restaurant Locations
2025-12-25,DineIQ Financial Center,183.0,202.1,-19.1,Restaurant Locations
2025-12-25,DineIQ Flagship Downtown,124.0,268.7,-144.7,Restaurant Locations
2025-12-25,DineIQ Houston Galleria,171.0,205.8,-34.8,Restaurant Locations
2025-12-25,DineIQ Los Angeles Beverly,219.0,253.31,-34.31,Restaurant Locations
2025-12-25,DineIQ Miami South Beach,399.0,245.53,153.47,Restaurant Locations
2025-12-25,DineIQ Orlando Theme Park Outpost,199.0,243.31,-44.31,Restaurant Locations
2025-12-25,DineIQ San Francisco Embarcadero,329.0,234.78,94.22,Restaurant Locations
2025-12-25,DineIQ Santa Monica Promenade,143.0,241.44,-98.44,Restaurant Locations
2025-12-25,DineIQ Seattle Pike Place,191.0,206.65,-15.65,Restaurant Locations
2025-12-25,DineIQ Silicon Valley Hub,222.0,200.77,21.23,Restaurant Locations
2025-12-25,DineIQ West Loop Bistro,367.0,183.0,184.0,Restaurant Locations
2025-12-26,DineIQ Atlanta Midtown,177.0,249.82,-72.82,Restaurant Locations
2025-12-26,DineIQ Austin Domain Drive-Thru,177.0,178.05,-1.05,Restaurant Locations
2025-12-26,DineIQ Austin Downtown,225.0,262.16,-37.16,Restaurant Locations
2025-12-26,DineIQ Bellevue Tech Plaza,236.0,248.8,-12.8,Restaurant Locations
2025-12-26,DineIQ Boston Back Bay,159.0,235.46,-76.46,Restaurant Locations
2025-12-26,DineIQ Brooklyn Heights,138.0,231.11,-93.11,Restaurant Locations
2025-12-26,DineIQ Chicago Magnificent Mile,319.0,357.6,-38.6,Restaurant Locations
2025-12-26,DineIQ Dallas Arts District,193.0,275.33,-82.33,Restaurant Locations
2025-12-26,DineIQ Denver LoDo,205.0,250.72,-45.72,Restaurant Locations
2025-12-26,DineIQ Financial Center,241.0,293.83,-52.83,Restaurant Locations
2025-12-26,DineIQ Flagship Downtown,398.0,410.9,-12.9,Restaurant Locations
2025-12-26,DineIQ Houston Galleria,242.0,284.76,-42.76,Restaurant Locations
2025-12-26,DineIQ Los Angeles Beverly,383.0,372.44,10.56,Restaurant Locations
2025-12-26,DineIQ Miami South Beach,241.0,348.83,-107.83,Restaurant Locations
2025-12-26,DineIQ Orlando Theme Park Outpost,145.0,347.19,-202.19,Restaurant Locations
2025-12-26,DineIQ San Francisco Embarcadero,401.0,373.99,27.01,Restaurant Locations
2025-12-26,DineIQ Santa Monica Promenade,386.0,370.37,15.63,Restaurant Locations
2025-12-26,DineIQ Seattle Pike Place,317.0,281.53,35.47,Restaurant Locations
2025-12-26,DineIQ Silicon Valley Hub,218.0,273.25,-55.25,Restaurant Locations
2025-12-26,DineIQ West Loop Bistro,248.0,254.98,-6.98,Restaurant Locations
2025-12-27,DineIQ Atlanta Midtown,221.0,227.49,-6.49,Restaurant Locations
2025-12-27,DineIQ Austin Domain Drive-Thru,160.0,184.45,-24.45,Restaurant Locations
2025-12-27,DineIQ Austin Downtown,271.0,282.01,-11.01,Restaurant Locations
2025-12-27,DineIQ Bellevue Tech Plaza,180.0,243.8,-63.8,Restaurant Locations
2025-12-27,DineIQ Boston Back Bay,194.0,227.53,-33.53,Restaurant Locations
2025-12-27,DineIQ Brooklyn Heights,184.0,223.92,-39.92,Restaurant Locations
2025-12-27,DineIQ Chicago Magnificent Mile,343.0,339.58,3.42,Restaurant Locations
2025-12-27,DineIQ Dallas Arts District,256.0,266.16,-10.16,Restaurant Locations
2025-12-27,DineIQ Denver LoDo,244.0,250.28,-6.28,Restaurant Locations
2025-12-27,DineIQ Financial Center,411.0,280.66,130.34,Restaurant Locations
2025-12-27,DineIQ Flagship Downtown,446.0,417.99,28.01,Restaurant Locations
2025-12-27,DineIQ Houston Galleria,232.0,277.44,-45.44,Restaurant Locations
2025-12-27,DineIQ Los Angeles Beverly,344.0,365.16,-21.16,Restaurant Locations
2025-12-27,DineIQ Miami South Beach,312.0,335.71,-23.71,Restaurant Locations
2025-12-27,DineIQ Orlando Theme Park Outpost,408.0,327.5,80.5,Restaurant Locations
2025-12-27,DineIQ San Francisco Embarcadero,370.0,353.27,16.73,Restaurant Locations
2025-12-27,DineIQ Santa Monica Promenade,318.0,333.34,-15.34,Restaurant Locations
2025-12-27,DineIQ Seattle Pike Place,362.0,272.09,89.91,Restaurant Locations
2025-12-27,DineIQ Silicon Valley Hub,214.0,264.36,-50.36,Restaurant Locations
2025-12-27,DineIQ West Loop Bistro,214.0,257.41,-43.41,Restaurant Locations
2025-12-28,DineIQ Atlanta Midtown,258.0,209.66,48.34,Restaurant Locations
2025-12-28,DineIQ Austin Domain Drive-Thru,130.0,165.09,-35.09,Restaurant Locations
2025-12-28,DineIQ Austin Downtown,366.0,254.53,111.47,Restaurant Locations
2025-12-28,DineIQ Bellevue Tech Plaza,208.0,214.48,-6.48,Restaurant Locations
2025-12-28,DineIQ Boston Back Bay,150.0,210.88,-60.88,Restaurant Locations
2025-12-28,DineIQ Brooklyn Heights,262.0,216.14,45.86,Restaurant Locations
2025-12-28,DineIQ Chicago Magnificent Mile,285.0,334.69,-49.69,Restaurant Locations
2025-12-28,DineIQ Dallas Arts District,236.0,243.84,-7.84,Restaurant Locations
2025-12-28,DineIQ Denver LoDo,207.0,219.63,-12.63,Restaurant Locations
2025-12-28,DineIQ Financial Center,232.0,290.14,-58.14,Restaurant Locations
2025-12-28,DineIQ Flagship Downtown,388.0,417.64,-29.64,Restaurant Locations
2025-12-28,DineIQ Houston Galleria,308.0,267.41,40.59,Restaurant Locations
2025-12-28,DineIQ Los Angeles Beverly,384.0,366.33,17.67,Restaurant Locations
2025-12-28,DineIQ Miami South Beach,412.0,343.46,68.54,Restaurant Locations
2025-12-28,DineIQ Orlando Theme Park Outpost,419.0,312.13,106.87,Restaurant Locations
2025-12-28,DineIQ San Francisco Embarcadero,365.0,355.03,9.97,Restaurant Locations
2025-12-28,DineIQ Santa Monica Promenade,387.0,348.64,38.36,Restaurant Locations
2025-12-28,DineIQ Seattle Pike Place,223.0,241.69,-18.69,Restaurant Locations
2025-12-28,DineIQ Silicon Valley Hub,239.0,256.96,-17.96,Restaurant Locations
2025-12-28,DineIQ West Loop Bistro,131.0,242.6,-111.6,Restaurant Locations
2025-12-29,DineIQ Atlanta Midtown,107.0,160.7,-53.7,Restaurant Locations
2025-12-29,DineIQ Austin Domain Drive-Thru,52.0,112.87,-60.87,Restaurant Locations
2025-12-29,DineIQ Austin Downtown,163.0,170.56,-7.56,Restaurant Locations
2025-12-29,DineIQ Bellevue Tech Plaza,208.0,166.1,41.9,Restaurant Locations
2025-12-29,DineIQ Boston Back Bay,182.0,154.36,27.64,Restaurant Locations
2025-12-29,DineIQ Brooklyn Heights,170.0,161.17,8.83,Restaurant Locations
2025-12-29,DineIQ Chicago Magnificent Mile,261.0,217.34,43.66,Restaurant Locations
2025-12-29,DineIQ Dallas Arts District,94.0,167.79,-73.79,Restaurant Locations
2025-12-29,DineIQ Denver LoDo,155.0,165.06,-10.06,Restaurant Locations
2025-12-29,DineIQ Financial Center,233.0,186.28,46.72,Restaurant Locations
2025-12-29,DineIQ Flagship Downtown,193.0,290.22,-97.22,Restaurant Locations
2025-12-29,DineIQ Houston Galleria,97.0,170.47,-73.47,Restaurant Locations
2025-12-29,DineIQ Los Angeles Beverly,397.0,215.03,181.97,Restaurant Locations
2025-12-29,DineIQ Miami South Beach,242.0,224.72,17.28,Restaurant Locations
2025-12-29,DineIQ Orlando Theme Park Outpost,96.0,209.21,-113.21,Restaurant Locations
2025-12-29,DineIQ San Francisco Embarcadero,243.0,216.77,26.23,Restaurant Locations
2025-12-29,DineIQ Santa Monica Promenade,290.0,205.31,84.69,Restaurant Locations
2025-12-29,DineIQ Seattle Pike Place,262.0,180.28,81.72,Restaurant Locations
2025-12-29,DineIQ Silicon Valley Hub,184.0,168.11,15.89,Restaurant Locations
2025-12-29,DineIQ West Loop Bistro,231.0,155.34,75.66,Restaurant Locations
2025-12-30,DineIQ Atlanta Midtown,139.0,131.72,7.28,Restaurant Locations
2025-12-30,DineIQ Austin Domain Drive-Thru,46.0,103.76,-57.76,Restaurant Locations
2025-12-30,DineIQ Austin Downtown,184.0,148.75,35.25,Restaurant Locations
2025-12-30,DineIQ Bellevue Tech Plaza,130.0,143.26,-13.26,Restaurant Locations
2025-12-30,DineIQ Boston Back Bay,176.0,140.33,35.67,Restaurant Locations
2025-12-30,DineIQ Brooklyn Heights,80.0,143.62,-63.62,Restaurant Locations
2025-12-30,DineIQ Chicago Magnificent Mile,242.0,213.03,28.97,Restaurant Locations
2025-12-30,DineIQ Dallas Arts District,108.0,151.98,-43.98,Restaurant Locations
2025-12-30,DineIQ Denver LoDo,145.0,152.99,-7.99,Restaurant Locations
2025-12-30,DineIQ Financial Center,222.0,175.86,46.14,Restaurant Locations
2025-12-30,DineIQ Flagship Downtown,343.0,221.63,121.37,Restaurant Locations
2025-12-30,DineIQ Houston Galleria,122.0,169.84,-47.84,Restaurant Locations
2025-12-30,DineIQ Los Angeles Beverly,229.0,212.57,16.43,Restaurant Locations
2025-12-30,DineIQ Miami South Beach,139.0,210.55,-71.55,Restaurant Locations
2025-12-30,DineIQ Orlando Theme Park Outpost,237.0,199.88,37.12,Restaurant Locations
2025-12-30,DineIQ San Francisco Embarcadero,154.0,215.47,-61.47,Restaurant Locations
2025-12-30,DineIQ Santa Monica Promenade,210.0,225.58,-15.58,Restaurant Locations
2025-12-30,DineIQ Seattle Pike Place,235.0,163.25,71.75,Restaurant Locations
2025-12-30,DineIQ Silicon Valley Hub,197.0,153.35,43.65,Restaurant Locations
2025-12-30,DineIQ West Loop Bistro,100.0,141.4,-41.4,Restaurant Locations
2025-12-31,DineIQ Atlanta Midtown,155.0,133.87,21.13,Restaurant Locations
2025-12-31,DineIQ Austin Domain Drive-Thru,141.0,104.79,36.21,Restaurant Locations
2025-12-31,DineIQ Austin Downtown,146.0,145.65,0.35,Restaurant Locations
2025-12-31,DineIQ Bellevue Tech Plaza,200.0,139.95,60.05,Restaurant Locations
2025-12-31,DineIQ Boston Back Bay,138.0,137.76,0.24,Restaurant Locations
2025-12-31,DineIQ Brooklyn Heights,96.0,140.15,-44.15,Restaurant Locations
2025-12-31,DineIQ Chicago Magnificent Mile,235.0,205.1,29.9,Restaurant Locations
2025-12-31,DineIQ Dallas Arts District,140.0,156.94,-16.94,Restaurant Locations
2025-12-31,DineIQ Denver LoDo,170.0,145.2,24.8,Restaurant Locations
2025-12-31,DineIQ Financial Center,139.0,158.93,-19.93,Restaurant Locations
2025-12-31,DineIQ Flagship Downtown,231.0,214.24,16.76,Restaurant Locations
2025-12-31,DineIQ Houston Galleria,101.0,164.04,-63.04,Restaurant Locations
2025-12-31,DineIQ Los Angeles Beverly,211.0,204.77,6.23,Restaurant Locations
2025-12-31,DineIQ Miami South Beach,105.0,217.06,-112.06,Restaurant Locations
2025-12-31,DineIQ Orlando Theme Park Outpost,102.0,202.05,-100.05,Restaurant Locations
2025-12-31,DineIQ San Francisco Embarcadero,248.0,192.51,55.49,Restaurant Locations
2025-12-31,DineIQ Santa Monica Promenade,141.0,192.94,-51.94,Restaurant Locations
2025-12-31,DineIQ Seattle Pike Place,231.0,160.4,70.6,Restaurant Locations
2025-12-31,DineIQ Silicon Valley Hub,222.0,158.25,63.75,Restaurant Locations
2025-12-31,DineIQ West Loop Bistro,166.0,136.72,29.28,Restaurant Locations
