item_id,item_name,complexity_profile,wastage_id,location_id,wastage_date,quantity_wasted,unit_cost,total_loss_amount,wastage_reason
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-001004,LOC-001,2025-01-22,11,10.2,112.2,EXPIRED_SHELF_LIFE
ITEM-104,Golden Turmeric Lentil Soup Bowl,PRICE_SENSITIVE,WAS-001005,LOC-018,2025-06-18,2,2.8,5.6,PREPARATION_ERROR
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-001006,LOC-015,2025-12-01,12,7.8,93.6,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001007,LOC-011,2025-01-13,2,7.5,15.0,OVERCOOKED_OR_BURNT
ITEM-111,Traditional Italian Tiramisu,STANDARD,WAS-001008,LOC-018,2025-09-24,2,3.2,6.4,OVERPRODUCTION_UNSOLD
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-001009,LOC-010,2025-07-31,4,11.2,44.8,EXPIRED_SHELF_LIFE
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-001010,LOC-004,2025-10-10,8,16.0,128.0,PREPARATION_ERROR
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-001011,LOC-014,2025-10-30,2,9.8,19.6,OVERPRODUCTION_UNSOLD
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001012,LOC-018,2025-01-18,7,4.1,28.7,OVERPRODUCTION_UNSOLD
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001013,LOC-001,2025-12-14,10,2.6,26.0,PREPARATION_ERROR
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-001014,LOC-007,2025-05-10,12,10.2,122.4,EQUIPMENT_COOLER_FAILURE
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,STANDARD,WAS-001015,LOC-004,2025-01-12,6,4.9,29.4,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001016,LOC-004,2025-01-04,10,2.6,26.0,OVERPRODUCTION_UNSOLD
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-001017,LOC-018,2025-07-21,2,8.7,17.4,EXPIRED_SHELF_LIFE
ITEM-072,Whole Grilled Red Snapper Mojo,HIGH_WASTAGE,WAS-001018,LOC-009,2025-10-24,10,17.5,175.0,EXPIRED_SHELF_LIFE
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),PRICE_SENSITIVE,WAS-001019,LOC-002,2025-09-29,7,1.7,11.9,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-001020,LOC-005,2025-06-10,4,10.2,40.8,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001021,LOC-006,2025-02-28,5,7.5,37.5,EXPIRED_SHELF_LIFE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-001022,LOC-003,2025-08-27,11,12.0,132.0,OVERPRODUCTION_UNSOLD
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001023,LOC-019,2025-09-12,12,2.6,31.2,EXPIRED_SHELF_LIFE
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-001024,LOC-005,2025-08-03,10,3.4,34.0,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001025,LOC-009,2025-11-30,12,2.6,31.2,OVERPRODUCTION_UNSOLD
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-001026,LOC-020,2025-01-28,2,16.0,32.0,EXPIRED_SHELF_LIFE
ITEM-115,Pecan Pie Bourbon Whipped Cream,STANDARD,WAS-001027,LOC-006,2025-12-29,8,3.0,24.0,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-001028,LOC-005,2025-09-09,9,5.8,52.2,OVERPRODUCTION_UNSOLD
ITEM-047,Dry-Aged Tomahawk Ribeye (36oz),PROFITABLE_LOW_SELLING,WAS-001029,LOC-006,2025-04-07,6,38.0,228.0,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-001030,LOC-015,2025-06-25,12,5.8,69.6,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-001031,LOC-011,2025-12-10,8,10.2,81.6,EXPIRED_SHELF_LIFE
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-001032,LOC-018,2025-01-13,6,12.0,72.0,OVERCOOKED_OR_BURNT
ITEM-037,Spaghetti All'Amatriciana,PRICE_SENSITIVE,WAS-001033,LOC-019,2025-07-05,4,5.5,22.0,PREPARATION_ERROR
ITEM-019,BBQ Pulled Pork Brioche,STANDARD,WAS-001034,LOC-012,2025-01-02,6,7.2,43.2,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-001035,LOC-012,2025-12-15,6,9.8,58.8,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001036,LOC-007,2025-12-12,5,7.5,37.5,OVERPRODUCTION_UNSOLD
ITEM-054,Coffee-Crusted Prime Ribeye (14oz),STANDARD,WAS-001037,LOC-016,2025-09-19,2,23.0,46.0,EXPIRED_SHELF_LIFE
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-001038,LOC-012,2025-12-07,3,10.2,30.6,CUSTOMER_SEND_BACK
ITEM-008,Reserve Osetra Caviar Blinis,PROFITABLE_LOW_SELLING,WAS-001039,LOC-004,2025-06-24,1,16.5,16.5,OVERPRODUCTION_UNSOLD
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),STANDARD,WAS-001040,LOC-010,2025-07-19,2,24.5,49.0,CUSTOMER_SEND_BACK
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-001041,LOC-017,2025-09-08,9,9.5,85.5,CUSTOMER_SEND_BACK
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-001042,LOC-015,2025-06-24,2,6.8,13.6,OVERPRODUCTION_UNSOLD
ITEM-047,Dry-Aged Tomahawk Ribeye (36oz),PROFITABLE_LOW_SELLING,WAS-001043,LOC-008,2025-11-23,4,38.0,152.0,OVERPRODUCTION_UNSOLD
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-001044,LOC-014,2025-03-16,2,16.5,33.0,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001045,LOC-018,2025-10-26,7,3.2,22.4,PREPARATION_ERROR
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-001046,LOC-008,2025-04-06,11,16.5,181.5,CUSTOMER_SEND_BACK
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-001047,LOC-014,2025-12-05,7,11.2,78.4,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-001048,LOC-016,2025-07-10,8,11.5,92.0,PREPARATION_ERROR
ITEM-118,Dark Chocolate Souffle Grand Marnier,PROFITABLE_LOW_SELLING,WAS-001049,LOC-019,2025-02-20,8,4.0,32.0,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-001050,LOC-007,2025-03-26,12,11.5,138.0,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001051,LOC-017,2025-07-21,2,3.2,6.4,EXPIRED_SHELF_LIFE
ITEM-070,Garlic Butter Tiger Prawns Skewer,STANDARD,WAS-001052,LOC-005,2025-09-16,4,11.5,46.0,OVERPRODUCTION_UNSOLD
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001053,LOC-013,2025-04-15,7,2.6,18.2,EXPIRED_SHELF_LIFE
ITEM-101,Thai Coconut Green Curry Tofu,STANDARD,WAS-001054,LOC-018,2025-06-23,9,5.5,49.5,EXPIRED_SHELF_LIFE
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001055,LOC-018,2025-08-29,9,4.1,36.9,OVERPRODUCTION_UNSOLD
ITEM-057,Roasted Veal Chop Chanterelles,PROFITABLE_LOW_SELLING,WAS-001056,LOC-019,2025-04-05,3,22.0,66.0,PREPARATION_ERROR
ITEM-097,Jackfruit Smoky Carnitas Tacos,STANDARD,WAS-001057,LOC-018,2025-06-15,12,5.1,61.2,EXPIRED_SHELF_LIFE
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-001058,LOC-020,2025-04-13,8,23.5,188.0,OVERPRODUCTION_UNSOLD
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-001059,LOC-020,2025-05-09,12,16.0,192.0,OVERPRODUCTION_UNSOLD
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-001060,LOC-017,2025-03-26,2,16.5,33.0,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001061,LOC-004,2025-09-27,9,3.2,28.8,CUSTOMER_SEND_BACK
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001062,LOC-017,2025-08-24,7,4.1,28.7,EXPIRED_SHELF_LIFE
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-001063,LOC-019,2025-02-07,2,6.8,13.6,PREPARATION_ERROR
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-001064,LOC-008,2025-10-19,8,23.5,188.0,OVERPRODUCTION_UNSOLD
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-001065,LOC-020,2025-05-05,9,23.5,211.5,OVERPRODUCTION_UNSOLD
ITEM-087,Green Goddess Farro Bowl,STANDARD,WAS-001066,LOC-001,2025-09-01,9,4.8,43.2,EXPIRED_SHELF_LIFE
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-001067,LOC-007,2025-04-04,12,11.2,134.4,OVERCOOKED_OR_BURNT
ITEM-016,DineIQ Smash Double Cheeseburger,POPULAR_LOW_MARGIN,WAS-001068,LOC-008,2025-08-01,4,10.8,43.2,PREPARATION_ERROR
ITEM-058,BBQ Glazed St. Louis Ribs (Full),STANDARD,WAS-001069,LOC-005,2025-02-06,1,14.0,14.0,OVERPRODUCTION_UNSOLD
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-001070,LOC-009,2025-03-27,12,12.0,144.0,EXPIRED_SHELF_LIFE
ITEM-045,Linguine alle Vongole (Clams),HIGH_WASTAGE,WAS-001071,LOC-007,2025-07-07,2,12.0,24.0,OVERPRODUCTION_UNSOLD
ITEM-039,Handcrafted Lobster Ravioli,HIGH_WASTAGE,WAS-001072,LOC-004,2025-06-08,7,11.2,78.4,EXPIRED_SHELF_LIFE
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-001073,LOC-008,2025-10-29,9,10.2,91.8,OVERPRODUCTION_UNSOLD
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-001074,LOC-002,2025-05-11,2,11.5,23.0,OVERPRODUCTION_UNSOLD
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001075,LOC-005,2025-11-04,10,4.1,41.0,CUSTOMER_SEND_BACK
ITEM-065,Jumbo Lump Crab Cakes (2pcs),HIGH_WASTAGE,WAS-001076,LOC-003,2025-09-02,2,15.0,30.0,PREPARATION_ERROR
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-001077,LOC-005,2025-03-23,8,16.0,128.0,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001078,LOC-001,2025-04-06,5,7.5,37.5,EXPIRED_SHELF_LIFE
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-001079,LOC-007,2025-09-07,5,9.8,49.0,EXPIRED_SHELF_LIFE
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-001080,LOC-010,2025-05-28,7,3.4,23.8,EXPIRED_SHELF_LIFE
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-001081,LOC-016,2025-10-12,2,6.8,13.6,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-001082,LOC-001,2025-01-16,9,9.8,88.2,CUSTOMER_SEND_BACK
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-001083,LOC-017,2025-04-10,10,23.5,235.0,OVERPRODUCTION_UNSOLD
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001084,LOC-004,2025-02-25,11,3.2,35.2,CUSTOMER_SEND_BACK
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001085,LOC-016,2025-09-14,11,2.6,28.6,EXPIRED_SHELF_LIFE
ITEM-066,Seared Diver Scallops Sweet Corn,HIGH_WASTAGE,WAS-001086,LOC-009,2025-12-23,3,16.8,50.4,PREPARATION_ERROR
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-001087,LOC-008,2025-12-13,10,16.5,165.0,OVERPRODUCTION_UNSOLD
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-001088,LOC-019,2025-12-04,6,8.7,52.2,EXPIRED_SHELF_LIFE
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001089,LOC-017,2025-10-12,9,4.1,36.9,EXPIRED_SHELF_LIFE
ITEM-038,Creamy Fettuccine Alfredo,PRICE_SENSITIVE,WAS-001090,LOC-010,2025-11-24,11,5.2,57.2,EXPIRED_SHELF_LIFE
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001091,LOC-017,2025-03-29,10,2.6,26.0,EXPIRED_SHELF_LIFE
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-001092,LOC-016,2025-05-18,11,7.8,85.8,EXPIRED_SHELF_LIFE
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-001093,LOC-009,2025-08-19,12,12.0,144.0,OVERPRODUCTION_UNSOLD
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-001094,LOC-005,2025-09-09,10,14.8,148.0,EXPIRED_SHELF_LIFE
ITEM-038,Creamy Fettuccine Alfredo,PRICE_SENSITIVE,WAS-001095,LOC-002,2025-08-08,7,5.2,36.4,EXPIRED_SHELF_LIFE
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-001096,LOC-014,2025-11-04,12,8.7,104.4,OVERCOOKED_OR_BURNT
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-001097,LOC-017,2025-03-08,2,9.8,19.6,OVERPRODUCTION_UNSOLD
ITEM-029,Truffle Lobster Roll,PROFITABLE_LOW_SELLING,WAS-001098,LOC-013,2025-08-29,2,14.5,29.0,PREPARATION_ERROR
ITEM-098,Avocado Supergreen Toast Sourdough,HIGH_WASTAGE,WAS-001099,LOC-013,2025-01-23,5,6.8,34.0,EXPIRED_SHELF_LIFE
ITEM-057,Roasted Veal Chop Chanterelles,PROFITABLE_LOW_SELLING,WAS-001100,LOC-013,2025-06-04,3,22.0,66.0,OVERPRODUCTION_UNSOLD
ITEM-006,Soft-Shell Crab Sliders,HIGH_WASTAGE,WAS-001101,LOC-018,2025-02-11,6,10.2,61.2,OVERPRODUCTION_UNSOLD
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-001102,LOC-001,2025-01-24,7,3.4,23.8,EXPIRED_SHELF_LIFE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001103,LOC-004,2025-11-15,12,3.2,38.4,OVERPRODUCTION_UNSOLD
ITEM-144,Fresh Squeezed Orange Juice,HIGH_WASTAGE,WAS-001104,LOC-005,2025-12-29,12,2.6,31.2,OVERCOOKED_OR_BURNT
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001105,LOC-011,2025-01-08,8,4.1,32.8,PREPARATION_ERROR
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-001106,LOC-002,2025-09-30,10,8.7,87.0,OVERCOOKED_OR_BURNT
ITEM-063,Wild King Salmon Lemon Herb,STANDARD,WAS-001107,LOC-002,2025-02-02,5,16.2,81.0,EXPIRED_SHELF_LIFE
ITEM-094,Creamy Cashew Alfredo Tagliatelle,STANDARD,WAS-001108,LOC-016,2025-01-10,3,5.8,17.4,OVERPRODUCTION_UNSOLD
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001109,LOC-003,2025-08-17,6,7.5,45.0,EXPIRED_SHELF_LIFE
ITEM-024,Portobello Mushroom Swiss Burger,STANDARD,WAS-001110,LOC-006,2025-05-19,4,5.8,23.2,EXPIRED_SHELF_LIFE
ITEM-108,New York Style Cheesecake,POPULAR_LOW_MARGIN,WAS-001111,LOC-020,2025-02-20,8,6.9,55.2,EXPIRED_SHELF_LIFE
ITEM-035,Black Truffle Tagliolini Caviar,PROFITABLE_LOW_SELLING,WAS-001112,LOC-004,2025-04-24,3,11.5,34.5,PREPARATION_ERROR
ITEM-035,Black Truffle Tagliolini Caviar,PROFITABLE_LOW_SELLING,WAS-001113,LOC-005,2025-11-24,1,11.5,11.5,OVERPRODUCTION_UNSOLD
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-001114,LOC-007,2025-06-06,2,9.5,19.0,OVERPRODUCTION_UNSOLD
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-001115,LOC-007,2025-03-25,11,12.0,132.0,EXPIRED_SHELF_LIFE
ITEM-073,Pacific Black Cod Miso Glaze,PROFITABLE_LOW_SELLING,WAS-001116,LOC-017,2025-10-17,9,18.0,162.0,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-001117,LOC-006,2025-12-26,10,9.8,98.0,PREPARATION_ERROR
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001118,LOC-004,2025-04-28,10,3.2,32.0,PREPARATION_ERROR
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-001119,LOC-002,2025-05-16,3,8.5,25.5,PREPARATION_ERROR
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-001120,LOC-006,2025-09-14,12,8.9,106.8,EQUIPMENT_COOLER_FAILURE
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001121,LOC-007,2025-10-10,6,3.2,19.2,PREPARATION_ERROR
ITEM-146,Acai Berry Superfood Smoothie,HIGH_WASTAGE,WAS-001122,LOC-002,2025-07-26,10,3.4,34.0,EXPIRED_SHELF_LIFE
ITEM-115,Pecan Pie Bourbon Whipped Cream,STANDARD,WAS-001123,LOC-018,2025-06-26,9,3.0,27.0,EXPIRED_SHELF_LIFE
ITEM-105,Artisanal Vegan Charcuterie Board,PROFITABLE_LOW_SELLING,WAS-001124,LOC-010,2025-10-03,1,8.5,8.5,OVERPRODUCTION_UNSOLD
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-001125,LOC-007,2025-08-10,8,7.8,62.4,PREPARATION_ERROR
ITEM-071,Steamed Blue Mussels White Wine,HIGH_WASTAGE,WAS-001126,LOC-009,2025-02-16,2,9.5,19.0,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-001127,LOC-019,2025-10-05,9,9.8,88.2,PREPARATION_ERROR
ITEM-064,Butter Poached Maine Lobster Tail,HIGH_WASTAGE,WAS-001128,LOC-019,2025-01-22,7,23.5,164.5,CUSTOMER_SEND_BACK
ITEM-062,Crispy Skin Mediterranean Branzino,HIGH_WASTAGE,WAS-001129,LOC-002,2025-07-14,10,16.0,160.0,EXPIRED_SHELF_LIFE
ITEM-041,Calabrian Sausage Rigatoni,STANDARD,WAS-001130,LOC-012,2025-05-06,2,6.8,13.6,OVERPRODUCTION_UNSOLD
ITEM-086,Sesame Ahi Tuna Poke Bowl,HIGH_WASTAGE,WAS-001131,LOC-019,2025-12-01,3,10.2,30.6,EXPIRED_SHELF_LIFE
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-001132,LOC-006,2025-08-30,12,16.0,192.0,EQUIPMENT_COOLER_FAILURE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-001133,LOC-001,2025-03-18,2,9.8,19.6,OVERCOOKED_OR_BURNT
ITEM-034,Prosciutto e Rucola Pizza,HIGH_WASTAGE,WAS-001134,LOC-015,2025-03-20,2,9.8,19.6,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001135,LOC-019,2025-11-08,4,7.5,30.0,EXPIRED_SHELF_LIFE
ITEM-011,Spicy Tuna Crispy Rice,HIGH_WASTAGE,WAS-001136,LOC-014,2025-01-22,11,9.8,107.8,EXPIRED_SHELF_LIFE
ITEM-112,Salted Caramel Creme Brulee,STANDARD,WAS-001137,LOC-013,2025-07-23,4,3.1,12.4,OVERPRODUCTION_UNSOLD
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-001138,LOC-005,2025-04-22,8,16.0,128.0,CUSTOMER_SEND_BACK
ITEM-067,Seafood Paella Valenciana,HIGH_WASTAGE,WAS-001139,LOC-002,2025-03-22,12,16.0,192.0,OVERCOOKED_OR_BURNT
ITEM-074,Fried Softshell Crab Basket,HIGH_WASTAGE,WAS-001140,LOC-015,2025-06-18,12,12.0,144.0,OVERPRODUCTION_UNSOLD
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-001141,LOC-016,2025-02-19,3,5.8,17.4,EXPIRED_SHELF_LIFE
ITEM-056,Pan-Roasted Duck Breast Plum Glaze,STANDARD,WAS-001142,LOC-007,2025-11-26,6,14.0,84.0,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001143,LOC-006,2025-08-25,6,7.5,45.0,EXPIRED_SHELF_LIFE
ITEM-072,Whole Grilled Red Snapper Mojo,HIGH_WASTAGE,WAS-001144,LOC-017,2025-06-20,12,17.5,210.0,PREPARATION_ERROR
ITEM-043,Burrata Caprese Pizza,HIGH_WASTAGE,WAS-001145,LOC-001,2025-06-18,10,8.5,85.0,OVERPRODUCTION_UNSOLD
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001146,LOC-006,2025-04-17,10,3.2,32.0,OVERPRODUCTION_UNSOLD
ITEM-100,Crispy Falafel Mezze Platter,STANDARD,WAS-001147,LOC-006,2025-08-30,3,5.0,15.0,OVERPRODUCTION_UNSOLD
ITEM-078,Burrata Caprese Heirloom Salad,HIGH_WASTAGE,WAS-001148,LOC-004,2025-04-01,3,7.8,23.4,EXPIRED_SHELF_LIFE
ITEM-112,Salted Caramel Creme Brulee,STANDARD,WAS-001149,LOC-008,2025-01-08,1,3.1,3.1,PREPARATION_ERROR
ITEM-117,Artisanal Macaron Assortment (6pcs),STANDARD,WAS-001150,LOC-009,2025-01-18,2,4.2,8.4,PREPARATION_ERROR
ITEM-085,Blackened Salmon Cobb Salad,STANDARD,WAS-001151,LOC-010,2025-12-16,4,9.8,39.2,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-001152,LOC-008,2025-07-06,5,5.8,29.0,EXPIRED_SHELF_LIFE
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001153,LOC-002,2025-06-02,10,7.5,75.0,PREPARATION_ERROR
ITEM-082,Wild Rice & Avocado Harvest Bowl,HIGH_WASTAGE,WAS-001154,LOC-020,2025-02-20,6,7.5,45.0,EQUIPMENT_COOLER_FAILURE
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-001155,LOC-017,2025-05-09,5,16.5,82.5,EXPIRED_SHELF_LIFE
ITEM-092,Truffle Wild Mushroom Risotto,STANDARD,WAS-001156,LOC-001,2025-12-24,4,7.2,28.8,EXPIRED_SHELF_LIFE
ITEM-026,Classic BLT Sourdough,PRICE_SENSITIVE,WAS-001157,LOC-014,2025-07-29,1,4.8,4.8,OVERPRODUCTION_UNSOLD
ITEM-119,Matcha Green Tea Crepe Cake,HIGH_WASTAGE,WAS-001158,LOC-005,2025-06-26,9,3.2,28.8,OVERPRODUCTION_UNSOLD
ITEM-118,Dark Chocolate Souffle Grand Marnier,PROFITABLE_LOW_SELLING,WAS-001159,LOC-009,2025-05-21,11,4.0,44.0,EXPIRED_SHELF_LIFE
ITEM-005,Wild Alaskan Salmon Tartare,HIGH_WASTAGE,WAS-001160,LOC-020,2025-12-11,7,11.5,80.5,OVERPRODUCTION_UNSOLD
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-001161,LOC-017,2025-11-16,7,5.8,40.6,EXPIRED_SHELF_LIFE
ITEM-021,California Turkey Avocado Club,HIGH_WASTAGE,WAS-001162,LOC-006,2025-01-08,12,8.9,106.8,OVERPRODUCTION_UNSOLD
ITEM-052,Steak Frites Garlic Herb Butter,POPULAR_LOW_MARGIN,WAS-001163,LOC-001,2025-05-27,4,18.5,74.0,EXPIRED_SHELF_LIFE
ITEM-089,Southwest Chipotle Chicken Bowl,STANDARD,WAS-001164,LOC-018,2025-03-03,9,5.8,52.2,EXPIRED_SHELF_LIFE
ITEM-027,Chipotle Fish Tacos (3pcs),HIGH_WASTAGE,WAS-001165,LOC-011,2025-11-05,9,8.7,78.3,EQUIPMENT_COOLER_FAILURE
ITEM-109,Warm Apple Cinnamon Crisp,STANDARD,WAS-001166,LOC-004,2025-04-23,6,2.8,16.8,EXPIRED_SHELF_LIFE
ITEM-110,Fresh Wild Berry Pavlova,HIGH_WASTAGE,WAS-001167,LOC-020,2025-12-27,6,5.8,34.8,EXPIRED_SHELF_LIFE
ITEM-069,Grilled Yellowfin Ahi Tuna Steak,HIGH_WASTAGE,WAS-001168,LOC-006,2025-12-27,2,14.8,29.6,OVERPRODUCTION_UNSOLD
ITEM-004,Garlic Herb Breadsticks,POPULAR_LOW_MARGIN,WAS-001169,LOC-008,2025-01-03,2,4.8,9.6,OVERPRODUCTION_UNSOLD
ITEM-044,Lasagna Bolognese Al Forno,STANDARD,WAS-001170,LOC-019,2025-01-29,10,7.9,79.0,EXPIRED_SHELF_LIFE
ITEM-075,Seafood Bouillabaisse Saffron Rouille,HIGH_WASTAGE,WAS-001171,LOC-015,2025-03-21,7,16.5,115.5,PREPARATION_ERROR
ITEM-148,Cold Pressed Green Detox Juice,HIGH_WASTAGE,WAS-001172,LOC-019,2025-03-03,4,4.1,16.4,EXPIRED_SHELF_LIFE
