item_id,item_name,category_id,category_name,base_price,cost_price,is_seasonal,is_active,quantity_sold,revenue,cost,contribution_margin,profit_percentage,customer_rating,repeat_purchase_rate,wastage_percentage,total_wastage_cost,promotion_dependency,sales_trend,weekend_order_ratio,location_sales_cv,demand_score,profit_score,quality_health_score,menu_classification,tricky_performance_cases
ITEM-080,Roasted Beet & Goat Cheese Bowl,CAT-06,Farm-Fresh Salads & Grain Bowls,15.0,5.4,False,True,6975,104625.0,37665.0,66960.0,64.0,3.61,0.0425,11.66,4973.4,0.3293,0.0,0.3573,0.251,0.305,0.581,0.719,Low Performer,Standard Performance Profile
ITEM-089,Southwest Chipotle Chicken Bowl,CAT-06,Farm-Fresh Salads & Grain Bowls,15.5,5.8,False,True,11604,179862.0,67303.2,112558.8,62.58,3.69,0.0743,3.62,2528.8,0.3403,0.0,0.3586,0.242,0.542,0.701,0.849,Profit Driver,Standard Performance Profile
ITEM-091,Beyond Meat Gourmet Burger,CAT-07,Vegan & Plant-Based Creations,16.99,11.5,False,True,11291,191834.09,129846.5,61987.59,32.31,3.52,0.0743,4.04,5462.5,0.3389,0.0,0.3541,0.211,0.531,0.425,0.677,Volume Driver,Low-Rated Dish with High Sales
ITEM-097,Jackfruit Smoky Carnitas Tacos,CAT-07,Vegan & Plant-Based Creations,15.5,5.1,False,True,8319,128944.5,42426.9,86517.6,67.1,3.82,0.0545,7.68,3529.2,0.3424,0.0,0.3494,0.254,0.381,0.649,0.954,Hidden Opportunity,Standard Performance Profile
ITEM-108,New York Style Cheesecake,CAT-08,Handcrafted Desserts & Pastries,9.99,6.9,False,True,15056,150409.44,103886.4,46523.04,30.93,3.65,0.0929,3.68,3967.5,0.3433,0.0,0.3531,0.25,0.705,0.376,0.809,Volume Driver,Highly Rated Dish with Poor Profitability
ITEM-114,Warm Churros with Spiced Dulce,CAT-08,Handcrafted Desserts & Pastries,9.0,2.4,False,True,11667,105003.0,28000.8,77002.2,73.33,3.59,0.0713,3.22,931.2,0.334,0.0,0.3555,0.288,0.536,0.65,0.752,Profit Driver,Dish Performing Differently Across Locations
ITEM-116,Key Lime Tart Graham Crust,CAT-08,Handcrafted Desserts & Pastries,9.5,2.7,False,True,8340,79230.0,22518.0,56712.0,71.58,3.72,0.0581,7.9,1930.5,0.3368,0.0,0.3606,0.254,0.39,0.586,0.853,Hidden Opportunity,Weekend-Only Performer
ITEM-118,Dark Chocolate Souffle Grand Marnier,CAT-08,Handcrafted Desserts & Pastries,16.5,4.0,False,True,1762,29073.0,7048.0,22025.0,75.76,3.77,0.013,39.37,4576.0,0.3276,0.0,0.3546,0.261,0.054,0.508,0.706,Low Performer,Highly Profitable but Rarely Purchased Dish
ITEM-131,Yuzu Lavender Gin Tonic,CAT-09,Signature Cocktails & Mocktails,14.0,2.7,False,True,9851,137914.0,26597.7,111316.3,80.71,3.55,0.0579,2.8,766.8,0.3273,0.0,0.3537,0.27,0.441,0.779,0.715,Profit Driver,Standard Performance Profile
ITEM-001,Crispy Parmesan Truffle Fries,CAT-01,Appetizers & Small Plates,8.99,6.75,False,True,18011,161918.89,121574.25,40344.64,24.92,3.66,0.1036,2.34,2909.25,0.3337,0.0,0.3542,0.257,0.832,0.332,0.827,Volume Driver,Highly Rated Dish with Poor Profitability
ITEM-005,Wild Alaskan Salmon Tartare,CAT-01,Appetizers & Small Plates,21.0,11.5,False,True,3544,74424.0,40756.0,33668.0,45.24,3.6,0.0275,72.23,105995.5,0.3383,0.0,0.3591,0.284,0.151,0.404,0.33,Low Performer,Dish Performing Differently Across Locations
ITEM-013,Loaded Queso Nachos,CAT-01,Appetizers & Small Plates,22.5,15.0,False,True,12296,159725.04,184440.0,-24714.96,-15.47,3.47,0.0736,3.2,2238.5,0.3381,0.0,0.3623,0.277,0.563,0.04,0.632,Low Performer,High-Selling Loss-Making Dish; Low-Rated Dish with High Sales; Dish Performing Differently Across Locations; Weekend-Only Performer
ITEM-014,Spanakopita Herb Triangles,CAT-01,Appetizers & Small Plates,11.0,4.5,False,True,5719,62909.0,25735.5,37173.5,59.09,3.62,0.0347,11.37,3303.0,0.343,0.0,0.3546,0.245,0.243,0.476,0.731,Low Performer,Standard Performance Profile
ITEM-021,California Turkey Avocado Club,CAT-02,Artisanal Burgers & Handhelds,16.0,8.9,False,True,8267,132272.0,73576.3,58695.7,44.37,3.74,0.052,47.11,65548.5,0.3422,0.0,0.3543,0.287,0.373,0.47,0.627,Low Performer,Highly Rated Dish with Poor Profitability; Dish Performing Differently Across Locations
ITEM-022,Black Angus Bacon Cheddar,CAT-02,Artisanal Burgers & Handhelds,17.5,8.0,False,True,13486,236005.0,107888.0,128117.0,54.29,3.63,0.0855,4.4,4968.0,0.3437,0.0,0.357,0.257,0.633,0.707,0.785,Volume Driver,Standard Performance Profile
ITEM-027,Chipotle Fish Tacos (3pcs),CAT-02,Artisanal Burgers & Handhelds,16.5,8.7,False,True,7101,117166.5,61778.7,55387.8,47.27,3.56,0.0467,53.02,69730.5,0.3246,0.0,0.3603,0.254,0.32,0.474,0.41,Low Performer,Weekend-Only Performer
ITEM-031,Margherita Sourdough Pizza,CAT-03,Wood-Fired Pizzas & Pastas,15.99,12.0,False,True,18735,299572.65,224820.0,74752.65,24.95,3.51,0.1148,2.34,5388.0,0.339,0.0,0.3594,0.264,0.885,0.428,0.677,Volume Driver,Low-Rated Dish with High Sales
ITEM-032,Double Pepperoni Hot Honey Pizza,CAT-03,Wood-Fired Pizzas & Pastas,18.5,13.8,False,True,18644,344914.0,257287.2,87626.8,25.41,3.56,0.1122,2.04,5354.4,0.3448,0.0,0.3541,0.264,0.875,0.465,0.729,Volume Driver,Low-Rated Dish with High Sales
ITEM-095,Spicy Tofu Peanut Noodle Bowl,CAT-07,Vegan & Plant-Based Creations,16.5,4.9,False,True,8564,141306.0,41963.6,99342.4,70.3,3.59,0.0536,7.91,3606.4,0.3375,0.0,0.3637,0.243,0.387,0.699,0.723,Profit Driver,Weekend-Only Performer
ITEM-106,Molten Chocolate Lava Cake,CAT-08,Handcrafted Desserts & Pastries,10.99,7.8,False,True,17034,187203.66,132865.2,54338.46,29.03,3.6,0.1016,2.4,3260.4,0.341,0.0,0.3554,0.252,0.794,0.389,0.767,Volume Driver,Standard Performance Profile
ITEM-122,Signature Smoked Old Fashioned,CAT-09,Signature Cocktails & Mocktails,16.0,3.2,False,True,12782,204512.0,40902.4,163609.6,80.0,3.63,0.0802,1.59,662.4,0.3385,0.0,0.3576,0.236,0.596,0.921,0.802,Profit Driver,Standard Performance Profile
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),CAT-09,Signature Cocktails & Mocktails,8.5,1.7,False,True,10134,86139.0,17227.8,68911.2,80.0,3.75,0.0665,7.54,1405.9,0.3311,0.0,0.3431,0.26,0.472,0.658,0.885,Volume Driver,Standard Performance Profile
ITEM-149,Rare Blue Mountain Jamaican Pour-Over,CAT-10,Specialty Coffee & Beverages,12.0,2.5,False,True,1482,17784.0,3705.0,14079.0,79.17,3.56,0.0061,3.58,137.5,0.3105,0.0,0.3604,0.252,0.027,0.502,0.72,Low Performer,Highly Profitable but Rarely Purchased Dish; Weekend-Only Performer; New Item with Insufficient History
ITEM-003,Golden Mozzarella Sticks,CAT-01,Appetizers & Small Plates,9.5,7.1,False,True,14756,140182.0,104767.6,35414.4,25.26,3.63,0.0885,1.89,2023.5,0.3404,0.0,0.3553,0.248,0.684,0.32,0.8,Volume Driver,Standard Performance Profile
ITEM-030,Grilled Halloumi Flatbread,CAT-02,Artisanal Burgers & Handhelds,14.0,5.5,False,True,5118,71652.0,28149.0,43503.0,60.71,3.74,0.0308,12.14,3888.5,0.3467,0.0,0.351,0.262,0.213,0.501,0.846,Low Performer,Promotion-Dependent Dish
ITEM-034,Prosciutto e Rucola Pizza,CAT-03,Wood-Fired Pizzas & Pastas,21.0,9.8,False,True,7882,165522.0,77243.6,88278.4,53.33,3.69,0.0525,47.76,70628.6,0.3328,0.0,0.3594,0.273,0.361,0.592,0.573,Low Performer,Standard Performance Profile
ITEM-036,Slow-Braised Wild Boar Pappardelle,CAT-03,Wood-Fired Pizzas & Pastas,26.0,9.5,False,True,5630,146380.0,53485.0,92895.0,63.46,3.75,0.0328,10.54,6298.5,0.3293,0.0,0.3569,0.253,0.235,0.65,0.866,Hidden Opportunity,Standard Performance Profile
ITEM-037,Spaghetti All'Amatriciana,CAT-03,Wood-Fired Pizzas & Pastas,17.5,5.5,False,True,12395,216912.5,68172.5,148740.0,68.57,3.6,0.079,3.45,2436.5,0.3389,0.0,0.3568,0.236,0.58,0.828,0.761,Profit Driver,Standard Performance Profile
ITEM-038,Creamy Fettuccine Alfredo,CAT-03,Wood-Fired Pizzas & Pastas,16.99,5.2,False,True,14437,245284.63,75072.4,170212.23,69.39,3.52,0.0893,2.66,2054.0,0.3346,0.0,0.3548,0.249,0.675,0.891,0.685,Profit Driver,Low-Rated Dish with High Sales
ITEM-048,Dry-Aged Bone-in NY Strip (16oz),CAT-04,Prime Steaks & Butcher Cuts,56.0,26.0,False,True,4657,260792.0,121082.0,139710.0,53.57,3.64,0.0303,14.08,19838.0,0.3385,0.0,0.3654,0.247,0.196,0.736,0.734,Low Performer,Weekend-Only Performer
ITEM-052,Steak Frites Garlic Herb Butter,CAT-04,Prime Steaks & Butcher Cuts,29.99,18.5,False,True,13931,417790.69,257723.5,160067.19,38.31,3.62,0.0875,4.7,12709.5,0.3339,0.0,0.3593,0.281,0.653,0.724,0.773,Volume Driver,Dish Performing Differently Across Locations
ITEM-063,Wild King Salmon Lemon Herb,CAT-05,Chef Specials & Seafood,34.0,16.2,False,True,9196,312664.0,148975.2,163688.8,52.35,3.64,0.0549,11.88,20088.0,0.3419,0.0,0.3522,0.269,0.411,0.797,0.748,Volume Driver,Popular Dish with Excessive Wastage
ITEM-093,Crispy Cauliflower Buffalo Bites,CAT-07,Vegan & Plant-Based Creations,12.0,4.2,False,True,10379,124548.0,43591.8,80956.2,65.0,3.53,0.0623,5.21,2394.0,0.3389,0.0,0.3566,0.261,0.47,0.624,0.68,Profit Driver,Standard Performance Profile
ITEM-098,Avocado Supergreen Toast Sourdough,CAT-07,Vegan & Plant-Based Creations,13.5,6.8,False,True,9887,133474.5,67231.6,66242.9,49.63,3.73,0.0599,45.81,56827.6,0.341,0.0,0.3462,0.267,0.447,0.514,0.626,Low Performer,Popular Dish with Excessive Wastage
ITEM-099,Lentil Shepherd's Pie Sweet Potato,CAT-07,Vegan & Plant-Based Creations,17.5,5.2,False,True,5153,90177.5,26795.6,63381.9,70.29,3.6,0.0317,10.15,3026.4,0.3419,0.0,0.354,0.262,0.216,0.599,0.719,Low Performer,Highly Profitable but Rarely Purchased Dish
ITEM-100,Crispy Falafel Mezze Platter,CAT-07,Vegan & Plant-Based Creations,16.0,5.0,False,True,9285,148560.0,46425.0,102135.0,68.75,3.61,0.064,6.87,3425.0,0.3334,0.0,0.3561,0.265,0.437,0.7,0.749,Profit Driver,Standard Performance Profile
ITEM-107,Classic Madagascar Vanilla Bean Gelato,CAT-08,Handcrafted Desserts & Pastries,7.5,1.8,False,True,14497,108727.5,26094.6,82632.9,76.0,3.6,0.0924,2.39,639.0,0.3408,0.0,0.3583,0.251,0.685,0.678,0.767,Profit Driver,Standard Performance Profile
ITEM-113,Vintage Champagne Berry Float,CAT-08,Handcrafted Desserts & Pastries,24.0,5.5,False,True,1351,32424.0,7430.5,24993.5,77.08,3.7,0.0082,37.51,4460.5,0.3462,0.0,0.3695,0.343,0.028,0.523,0.647,Low Performer,Highly Profitable but Rarely Purchased Dish; Promotion-Dependent Dish; Dish Performing Differently Across Locations; Weekend-Only Performer; New Item with Insufficient History
ITEM-117,Artisanal Macaron Assortment (6pcs),CAT-08,Handcrafted Desserts & Pastries,15.0,4.2,False,True,7137,107055.0,29975.4,77079.6,72.0,3.58,0.0464,7.83,2545.2,0.346,0.0,0.3567,0.261,0.32,0.645,0.713,Hidden Opportunity,Promotion-Dependent Dish
ITEM-124,Elderflower French 75 Champagne,CAT-09,Signature Cocktails & Mocktails,17.0,3.6,False,True,9482,161194.0,34135.2,127058.8,78.82,3.66,0.0588,2.73,957.6,0.3351,0.0,0.3527,0.279,0.431,0.814,0.825,Profit Driver,Dish Performing Differently Across Locations
ITEM-135,Red Sangria Pitcher (House Wine),CAT-09,Signature Cocktails & Mocktails,29.0,6.2,False,True,7727,224083.0,47907.4,176175.6,78.62,3.46,0.05,3.82,1903.4,0.3359,0.0,0.3478,0.274,0.349,0.949,0.618,Hidden Opportunity,Standard Performance Profile
ITEM-139,Vanilla Bean Oat Milk Latte,CAT-10,Specialty Coffee & Beverages,5.75,1.2,False,True,17901,102930.75,21481.2,81449.55,79.13,3.55,0.1073,1.39,303.6,0.3341,0.0,0.3582,0.261,0.837,0.689,0.723,Profit Driver,Low-Rated Dish with High Sales
ITEM-150,Artisanal Kombucha Peach Ginger,CAT-10,Specialty Coffee & Beverages,6.25,1.8,False,True,7766,48537.5,13978.8,34558.7,71.2,3.56,0.0479,1.53,217.8,0.3318,0.0,0.347,0.258,0.345,0.523,0.733,Low Performer,Standard Performance Profile
ITEM-006,Soft-Shell Crab Sliders,CAT-01,Appetizers & Small Plates,22.44,10.2,False,True,3191,62224.5,32548.2,29676.3,47.69,3.63,0.0181,72.75,86893.8,0.3318,0.0,0.346,0.298,0.115,0.404,0.357,Low Performer,Dish Performing Differently Across Locations
ITEM-008,Reserve Osetra Caviar Blinis,CAT-01,Appetizers & Small Plates,36.3,16.5,False,True,814,52910.0,13431.0,39479.0,74.62,3.32,0.0073,55.59,16813.5,0.3362,0.0,0.383,0.324,0.008,0.552,0.154,Low Performer,Highly Profitable but Rarely Purchased Dish; Dish Performing Differently Across Locations; Weekend-Only Performer; New Item with Insufficient History
ITEM-018,Prime Wagyu Truffle Burger,CAT-02,Artisanal Burgers & Handhelds,28.0,11.5,False,True,4045,113260.0,46517.5,66742.5,58.93,3.49,0.0239,18.43,10511.0,0.3592,0.0,0.3474,0.24,0.159,0.557,0.557,Low Performer,Promotion-Dependent Dish
ITEM-023,Smoked Brisket Panini,CAT-02,Artisanal Burgers & Handhelds,17.0,8.2,False,True,7650,130050.0,62730.0,67320.0,51.76,3.59,0.0506,7.25,4903.6,0.3346,0.0,0.3508,0.268,0.348,0.527,0.727,Low Performer,Standard Performance Profile
ITEM-029,Truffle Lobster Roll,CAT-02,Artisanal Burgers & Handhelds,34.0,14.5,False,True,2058,69972.0,29841.0,40131.0,57.35,3.61,0.0131,43.32,22808.5,0.3244,0.0,0.3444,0.33,0.065,0.476,0.521,Low Performer,Dish Performing Differently Across Locations
ITEM-040,Truffled Wild Mushroom Gnocchi,CAT-03,Wood-Fired Pizzas & Pastas,22.0,7.8,False,True,8349,183678.0,65122.2,118555.8,64.55,3.59,0.048,9.47,6809.4,0.3357,0.0,0.3584,0.255,0.365,0.726,0.713,Profit Driver,Standard Performance Profile
ITEM-042,Spicy Diavola Pizza,CAT-03,Wood-Fired Pizzas & Pastas,19.0,6.9,False,True,11881,225739.0,81978.9,143760.1,63.68,3.58,0.0743,2.93,2477.1,0.3407,0.0,0.3586,0.271,0.551,0.792,0.744,Profit Driver,Standard Performance Profile
ITEM-050,Slow-Braised Beef Short Ribs,CAT-04,Prime Steaks & Butcher Cuts,36.0,14.5,False,True,8234,296424.0,119393.0,177031.0,59.72,3.56,0.0523,6.42,8192.5,0.3391,0.0,0.3456,0.254,0.372,0.867,0.702,Low Performer,Standard Performance Profile
ITEM-057,Roasted Veal Chop Chanterelles,CAT-04,Prime Steaks & Butcher Cuts,49.0,22.0,False,True,1208,59192.0,26576.0,32616.0,55.1,3.79,0.0087,38.21,16434.0,0.3436,0.0,0.3649,0.298,0.025,0.445,0.733,Low Performer,Dish Performing Differently Across Locations; Weekend-Only Performer; New Item with Insufficient History
ITEM-066,Seared Diver Scallops Sweet Corn,CAT-05,Chef Specials & Seafood,36.0,16.8,False,True,4249,152964.0,71383.2,81580.8,53.33,3.7,0.0334,67.77,150074.4,0.3439,0.0,0.3596,0.268,0.19,0.573,0.458,Low Performer,Standard Performance Profile
ITEM-070,Garlic Butter Tiger Prawns Skewer,CAT-05,Chef Specials & Seafood,27.0,11.5,False,True,7669,207063.0,88193.5,118869.5,57.41,3.52,0.0511,9.49,9246.0,0.3392,0.0,0.3536,0.276,0.35,0.695,0.643,Low Performer,Dish Performing Differently Across Locations
ITEM-076,DineIQ Signature Caesar Salad,CAT-06,Farm-Fresh Salads & Grain Bowls,12.99,8.8,False,True,16339,212243.61,143783.2,68460.41,32.26,3.63,0.1018,3.33,4945.6,0.3433,0.0,0.3602,0.286,0.771,0.443,0.791,Volume Driver,Dish Performing Differently Across Locations; Weekend-Only Performer
ITEM-081,Thai Crunch Peanut Chicken Salad,CAT-06,Farm-Fresh Salads & Grain Bowls,16.0,6.2,False,True,9609,153744.0,59575.8,94168.2,61.25,3.61,0.062,7.95,5146.0,0.3424,0.0,0.3582,0.254,0.443,0.644,0.742,Profit Driver,Standard Performance Profile
ITEM-086,Sesame Ahi Tuna Poke Bowl,CAT-06,Farm-Fresh Salads & Grain Bowls,19.5,10.2,False,True,9338,182091.0,95247.6,86843.4,47.69,3.59,0.0589,47.25,85312.8,0.3397,0.0,0.3488,0.262,0.426,0.563,0.477,Low Performer,Popular Dish with Excessive Wastage
ITEM-123,Spicy Passionfruit Mezcalita,CAT-09,Signature Cocktails & Mocktails,15.5,3.1,False,True,11282,174871.0,34974.2,139896.8,80.0,3.63,0.0681,2.32,830.8,0.3361,0.0,0.3592,0.265,0.515,0.855,0.798,Profit Driver,Standard Performance Profile
ITEM-129,Smoked Rosemary Paloma Tequila,CAT-09,Signature Cocktails & Mocktails,14.5,2.8,False,True,10197,147856.5,28551.6,119304.9,80.69,3.51,0.0631,2.65,778.4,0.3393,0.0,0.3587,0.274,0.466,0.801,0.676,Profit Driver,Standard Performance Profile
ITEM-144,Fresh Squeezed Orange Juice,CAT-10,Specialty Coffee & Beverages,5.5,2.6,False,True,11974,65857.0,31132.4,34724.6,52.73,3.58,0.071,42.08,22620.0,0.3406,0.0,0.3635,0.265,0.546,0.441,0.499,Low Performer,Popular Dish with Excessive Wastage; Weekend-Only Performer
