item_id,category_id,name,description,base_price,cost_price,margin_pct,is_vegetarian,is_gluten_free,is_alcohol,prep_time_minutes,shelf_life_days,is_seasonal,complexity_profile,popularity_weight,wastage_risk_score,elasticity_score,is_active
ITEM-127,CAT-09,Zero-Proof Cucumber Mint Cooler,DineIQ signature zero-proof cucumber mint cooler crafted with premium ingredients.,8.5,1.6,81.18,True,True,False,3,7,False,PRICE_SENSITIVE,2.1,0.3,0.72,True
ITEM-128,CAT-09,Hibiscus Berry Botanical Fizz (Mocktail),DineIQ signature hibiscus berry botanical fizz (mocktail) crafted with premium ingredients.,8.99,1.8,79.98,True,True,False,3,7,False,STANDARD,1.9,0.3,0.65,True
ITEM-129,CAT-09,Smoked Rosemary Paloma Tequila,DineIQ signature smoked rosemary paloma tequila crafted with premium ingredients.,14.5,2.8,80.69,True,True,True,4,60,False,STANDARD,2.0,0.15,0.5,True
ITEM-130,CAT-09,Classic Moscow Mule Copper Mug,DineIQ signature classic moscow mule copper mug crafted with premium ingredients.,13.5,2.5,81.48,True,True,True,3,180,False,STANDARD,2.4,0.1,0.55,True
ITEM-131,CAT-09,Yuzu Lavender Gin Tonic,DineIQ signature yuzu lavender gin tonic crafted with premium ingredients.,14.0,2.7,80.71,True,True,True,3,180,False,STANDARD,1.9,0.15,0.48,True
ITEM-132,CAT-09,Aperol Spritz Prosecco Orange,DineIQ signature aperol spritz prosecco orange crafted with premium ingredients.,13.99,2.6,81.42,True,True,True,3,90,False,STANDARD,2.7,0.15,0.55,True
ITEM-133,CAT-09,Rare Japanese Whisky Flight (3-pour),DineIQ signature rare japanese whisky flight (3-pour) crafted with premium ingredients.,55.0,14.0,74.55,True,True,True,5,365,False,PROFITABLE_LOW_SELLING,0.2,0.05,0.28,True
ITEM-134,CAT-09,Strawberry Basil Smash Lemonade (Mocktail),DineIQ signature strawberry basil smash lemonade (mocktail) crafted with premium ingredients.,8.5,1.7,80.0,True,True,False,3,5,False,PRICE_SENSITIVE,2.0,0.4,0.7,True
ITEM-135,CAT-09,Red Sangria Pitcher (House Wine),DineIQ signature red sangria pitcher (house wine) crafted with premium ingredients.,29.0,6.2,78.62,True,True,True,5,30,False,STANDARD,1.5,0.15,0.5,True
ITEM-136,CAT-10,DineIQ House Drip Roast Coffee,DineIQ signature dineiq house drip roast coffee crafted with premium ingredients.,3.99,0.6,84.96,True,True,False,2,60,False,PRICE_SENSITIVE,4.2,0.05,0.9,True
ITEM-137,CAT-10,Nitro Cold Brew Sweet Cream,DineIQ signature nitro cold brew sweet cream crafted with premium ingredients.,5.99,1.1,81.64,True,True,False,2,14,False,STANDARD,3.0,0.1,0.65,True
ITEM-138,CAT-10,Double Espresso Single Origin,DineIQ signature double espresso single origin crafted with premium ingredients.,3.5,0.5,85.71,True,True,False,2,60,False,PRICE_SENSITIVE,3.2,0.05,0.85,True
ITEM-139,CAT-10,Vanilla Bean Oat Milk Latte,DineIQ signature vanilla bean oat milk latte crafted with premium ingredients.,5.75,1.2,79.13,True,True,False,3,14,False,STANDARD,3.5,0.1,0.6,True
ITEM-140,CAT-10,Caramel Macchiato Sea Salt,DineIQ signature caramel macchiato sea salt crafted with premium ingredients.,5.99,1.25,79.13,True,True,False,3,14,False,STANDARD,3.1,0.1,0.62,True
ITEM-141,CAT-10,Ceremonial Iced Matcha Latte,DineIQ signature ceremonial iced matcha latte crafted with premium ingredients.,6.5,1.4,78.46,True,True,False,3,30,False,STANDARD,2.2,0.15,0.55,True
ITEM-142,CAT-10,Spiced Masala Chai Latte,DineIQ signature spiced masala chai latte crafted with premium ingredients.,5.25,0.9,82.86,True,True,False,3,30,False,STANDARD,2.0,0.1,0.58,True
ITEM-143,CAT-10,Organic Earl Grey Loose Leaf Tea,DineIQ signature organic earl grey loose leaf tea crafted with premium ingredients.,4.25,0.45,89.41,True,True,False,3,180,False,STANDARD,1.8,0.05,0.7,True
ITEM-144,CAT-10,Fresh Squeezed Orange Juice,DineIQ signature fresh squeezed orange juice crafted with premium ingredients.,5.5,2.6,52.73,True,True,False,3,2,False,HIGH_WASTAGE,2.3,0.85,0.65,True
ITEM-145,CAT-10,Sparkling San Pellegrino (750ml),DineIQ signature sparkling san pellegrino (750ml) crafted with premium ingredients.,6.0,1.5,75.0,True,True,False,1,365,False,STANDARD,1.9,0.05,0.6,True
ITEM-146,CAT-10,Acai Berry Superfood Smoothie,DineIQ signature acai berry superfood smoothie crafted with premium ingredients.,7.99,3.4,57.45,True,True,False,4,2,False,HIGH_WASTAGE,1.6,0.8,0.58,True
ITEM-147,CAT-10,Belgian Hot Chocolate Marshmallows,DineIQ signature belgian hot chocolate marshmallows crafted with premium ingredients.,5.5,1.1,80.0,True,False,False,3,60,True,STANDARD,1.7,0.1,0.6,True
ITEM-148,CAT-10,Cold Pressed Green Detox Juice,DineIQ signature cold pressed green detox juice crafted with premium ingredients.,8.5,4.1,51.76,True,True,False,2,2,False,HIGH_WASTAGE,1.1,0.9,0.62,True
ITEM-149,CAT-10,Rare Blue Mountain Jamaican Pour-Over,DineIQ signature rare blue mountain jamaican pour-over crafted with premium ingredients.,12.0,2.5,79.17,True,True,False,6,90,False,PROFITABLE_LOW_SELLING,0.3,0.05,0.35,True
ITEM-150,CAT-10,Artisanal Kombucha Peach Ginger,DineIQ signature artisanal kombucha peach ginger crafted with premium ingredients.,6.25,1.8,71.2,True,True,False,2,45,False,STANDARD,1.5,0.1,0.55,True
