rating_id,order_id,customer_id,item_id,location_id,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,anomaly_tag
RAT-028213,ORD-097655,CUST-41306,ITEM-121,LOC-018,4,4,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-03-03,STANDARD_POSITIVE
RAT-028214,ORD-080753,CUST-32053,ITEM-141,LOC-006,4,4,3,3,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-09-16,STANDARD_POSITIVE
RAT-028215,ORD-073397,CUST-38428,ITEM-088,LOC-005,1,2,1,3,Misleading promotion! The discount was capped at a tiny fraction of total.,2025-12-19,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028216,ORD-078962,CUST-09396,ITEM-134,LOC-012,5,5,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-06-30,STANDARD_POSITIVE
RAT-028217,ORD-013807,CUST-14620,ITEM-111,LOC-006,5,5,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-06-17,STANDARD_POSITIVE
RAT-028218,ORD-090448,CUST-08849,ITEM-126,LOC-007,5,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-12-28,STANDARD_POSITIVE
RAT-028219,ORD-025407,CUST-34941,ITEM-010,LOC-008,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-04-11,STANDARD_POSITIVE
RAT-028220,ORD-034361,CUST-37726,ITEM-143,LOC-012,5,5,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-02-21,STANDARD_POSITIVE
RAT-028221,ORD-080001,CUST-31101,ITEM-093,LOC-008,4,4,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-11-10,STANDARD_POSITIVE
RAT-028222,ORD-096124,CUST-01430,ITEM-070,LOC-014,5,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-11-23,STANDARD_POSITIVE
RAT-028223,ORD-038866,CUST-29191,ITEM-078,LOC-018,5,5,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-11-21,STANDARD_POSITIVE
RAT-028224,ORD-006459,CUST-38742,ITEM-051,LOC-020,4,4,3,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-01-22,STANDARD_POSITIVE
RAT-028225,ORD-009152,CUST-11364,ITEM-001,LOC-011,5,4,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-07-20,STANDARD_POSITIVE
RAT-028226,ORD-054870,CUST-44298,ITEM-127,LOC-003,4,4,4,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-10-12,STANDARD_POSITIVE
RAT-028227,ORD-072025,CUST-19483,ITEM-088,LOC-009,4,5,3,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-05-28,STANDARD_POSITIVE
RAT-028228,ORD-024542,CUST-47724,ITEM-135,LOC-016,5,5,4,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-11-08,STANDARD_POSITIVE
RAT-028229,ORD-021804,CUST-47918,ITEM-132,LOC-010,4,5,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-11-29,STANDARD_POSITIVE
RAT-028230,ORD-043184,CUST-46352,ITEM-052,LOC-020,3,2,4,2,"Decent food, average service. Nothing particularly memorable.",2025-10-17,STANDARD_NEUTRAL
RAT-028231,ORD-044777,CUST-38489,ITEM-067,LOC-012,4,3,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-05-25,STANDARD_POSITIVE
RAT-028232,ORD-062324,CUST-12170,ITEM-150,LOC-008,3,3,4,3,Portions were generous but flavors were fairly standard.,2025-11-24,STANDARD_NEUTRAL
RAT-028233,ORD-090255,CUST-37793,ITEM-012,LOC-001,1,1,1,2,Horrible experience from start to finish. Zero stars if I could.,2025-11-23,CANCELLED_ORDER_COMPLAINT
RAT-028234,ORD-011171,,ITEM-070,LOC-015,4,4,4,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-11-17,STANDARD_POSITIVE
RAT-028235,ORD-082967,CUST-47170,ITEM-009,LOC-014,5,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-12-30,STANDARD_POSITIVE
RAT-028236,ORD-047285,CUST-03219,ITEM-091,LOC-001,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-04-10,STANDARD_POSITIVE
RAT-028237,ORD-009261,,ITEM-146,LOC-017,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-07-05,STANDARD_POSITIVE
RAT-028238,ORD-007637,CUST-30553,ITEM-003,LOC-012,3,2,2,4,"Decent food, average service. Nothing particularly memorable.",2025-05-22,STANDARD_NEUTRAL
RAT-028239,ORD-036109,CUST-19338,ITEM-136,LOC-006,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-03-23,STANDARD_POSITIVE
RAT-028240,ORD-015942,CUST-01256,ITEM-044,LOC-002,5,5,4,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-05-03,STANDARD_POSITIVE
RAT-028241,ORD-068972,CUST-20150,ITEM-093,LOC-001,1,1,1,1,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-09-08,STANDARD_NEGATIVE
RAT-028242,ORD-028356,CUST-32372,ITEM-093,LOC-007,5,4,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-04-03,STANDARD_POSITIVE
RAT-028243,ORD-072837,CUST-34260,ITEM-032,LOC-002,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-10-30,STANDARD_POSITIVE
RAT-028244,ORD-087720,CUST-05085,ITEM-121,LOC-016,2,2,2,1,Overpriced and bland. The portions have shrunk noticeably.,2025-08-30,STANDARD_NEGATIVE
RAT-028245,ORD-033734,CUST-20753,ITEM-073,LOC-010,4,3,3,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-12-03,STANDARD_POSITIVE
RAT-028246,ORD-007445,CUST-25847,ITEM-121,LOC-004,5,4,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-05-29,STANDARD_POSITIVE
RAT-028247,ORD-091292,CUST-11308,ITEM-127,LOC-002,1,1,1,2,The meal was completely cold and order was missing two items!,2025-09-05,STANDARD_NEGATIVE
RAT-028248,ORD-088599,,ITEM-070,LOC-002,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-07-11,STANDARD_POSITIVE
RAT-028249,ORD-014611,CUST-22788,ITEM-026,LOC-020,4,5,4,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-06-14,STANDARD_POSITIVE
RAT-028250,ORD-066037,,ITEM-026,LOC-020,4,3,4,5,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-11-17,ANOMALY_SENTIMENT_MISMATCH_CONTRADICTORY
RAT-028251,ORD-004555,CUST-36077,ITEM-112,LOC-018,5,5,5,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-07-07,STANDARD_POSITIVE
RAT-028252,ORD-025546,CUST-06828,ITEM-046,LOC-005,2,2,1,1,Dish tasted stale and unseasoned. Expected much better for the price.,2025-04-07,STANDARD_NEGATIVE
RAT-028253,ORD-050140,CUST-08904,ITEM-148,LOC-015,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-12-12,STANDARD_POSITIVE
RAT-028254,ORD-061972,,ITEM-001,LOC-001,1,1,2,1,Overpriced and bland. The portions have shrunk noticeably.,2025-02-10,STANDARD_NEGATIVE
RAT-028255,ORD-046060,CUST-32918,ITEM-062,LOC-015,1,1,1,2,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-06-20,CANCELLED_ORDER_COMPLAINT
RAT-028256,ORD-006772,CUST-32446,ITEM-048,LOC-001,4,5,4,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-11-23,STANDARD_POSITIVE
RAT-028257,ORD-083036,CUST-08531,ITEM-012,LOC-016,4,4,3,3,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-07-01,STANDARD_POSITIVE
RAT-028258,ORD-069469,CUST-23895,ITEM-057,LOC-005,4,3,4,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-07-08,STANDARD_POSITIVE
RAT-028259,ORD-026056,CUST-47046,ITEM-034,LOC-019,4,4,4,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-04-11,STANDARD_POSITIVE
RAT-028260,ORD-037203,CUST-17200,ITEM-148,LOC-013,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-11-29,STANDARD_POSITIVE
RAT-028261,ORD-027701,CUST-31184,ITEM-137,LOC-006,5,5,4,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-07-02,STANDARD_POSITIVE
RAT-028262,ORD-003568,CUST-08391,ITEM-142,LOC-001,5,4,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-09-13,STANDARD_POSITIVE
RAT-028263,ORD-067195,CUST-37018,ITEM-150,LOC-008,1,2,1,3,Felt scammed by the advertised 50% discount! Fine print required $120 order.,2025-05-09,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028264,ORD-042837,CUST-43694,ITEM-037,LOC-006,4,4,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-07-26,STANDARD_POSITIVE
RAT-028265,ORD-026628,CUST-36787,ITEM-106,LOC-001,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-09-29,STANDARD_POSITIVE
RAT-028266,ORD-038569,CUST-48527,ITEM-074,LOC-002,5,5,4,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-02-09,STANDARD_POSITIVE
RAT-028267,ORD-020761,CUST-32759,ITEM-139,LOC-003,4,4,3,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-06-10,STANDARD_POSITIVE
RAT-028268,ORD-029986,CUST-05848,ITEM-070,LOC-012,4,3,3,3,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-08-23,STANDARD_POSITIVE
RAT-028269,ORD-079945,CUST-35879,ITEM-037,LOC-014,2,1,1,3,Overpriced and bland. The portions have shrunk noticeably.,2025-08-03,STANDARD_NEGATIVE
RAT-028270,ORD-095369,CUST-46989,ITEM-126,LOC-005,4,3,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-07-30,STANDARD_POSITIVE
RAT-028271,ORD-040786,CUST-49117,ITEM-086,LOC-019,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-03-15,STANDARD_POSITIVE
RAT-028272,ORD-035584,CUST-43134,ITEM-016,LOC-009,4,4,3,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-11-22,STANDARD_POSITIVE
RAT-028273,ORD-033739,CUST-02609,ITEM-020,LOC-001,1,1,1,2,Dish tasted stale and unseasoned. Expected much better for the price.,2025-01-12,CANCELLED_ORDER_COMPLAINT
RAT-028274,ORD-024205,CUST-27143,ITEM-041,LOC-010,5,4,5,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-07-10,STANDARD_POSITIVE
RAT-028275,ORD-078822,CUST-03967,ITEM-112,LOC-009,1,1,1,2,The meal was completely cold and order was missing two items!,2025-03-09,CANCELLED_ORDER_COMPLAINT
RAT-028276,ORD-098512,CUST-40124,ITEM-020,LOC-008,1,1,1,2,The meal was completely cold and order was missing two items!,2025-11-09,CANCELLED_ORDER_COMPLAINT
RAT-028277,ORD-016644,CUST-00656,ITEM-140,LOC-012,2,2,2,2,Horrible experience from start to finish. Zero stars if I could.,2025-07-19,STANDARD_NEGATIVE
RAT-028278,ORD-070562,CUST-40474,ITEM-025,LOC-013,1,1,1,2,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-03-23,CANCELLED_ORDER_COMPLAINT
RAT-028279,ORD-037127,CUST-01538,ITEM-142,LOC-017,3,2,3,3,"Decent food, average service. Nothing particularly memorable.",2025-11-18,STANDARD_NEUTRAL
RAT-028280,ORD-058127,CUST-15729,ITEM-021,LOC-011,4,3,3,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-02-05,STANDARD_POSITIVE
RAT-028281,ORD-082425,CUST-38142,ITEM-050,LOC-017,5,5,5,5,The meal was completely cold and order was missing two items!,2025-10-31,ANOMALY_SENTIMENT_MISMATCH_CONTRADICTORY
RAT-028282,ORD-045259,CUST-41697,ITEM-106,LOC-011,4,3,5,3,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-01-04,STANDARD_POSITIVE
RAT-028283,ORD-034528,CUST-41067,ITEM-080,LOC-008,5,4,4,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-09-01,STANDARD_POSITIVE
RAT-028284,ORD-023899,CUST-26083,ITEM-003,LOC-020,2,3,1,2,Dish tasted stale and unseasoned. Expected much better for the price.,2025-08-14,STANDARD_NEGATIVE
RAT-028285,ORD-079924,CUST-25643,ITEM-033,LOC-002,5,5,5,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-05-30,STANDARD_POSITIVE
RAT-028286,ORD-056913,CUST-44940,ITEM-078,LOC-001,5,5,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-06-10,STANDARD_POSITIVE
RAT-028287,ORD-046436,CUST-46393,ITEM-098,LOC-006,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-07-01,STANDARD_POSITIVE
RAT-028288,ORD-003795,CUST-22196,ITEM-087,LOC-015,1,2,2,1,The meal was completely cold and order was missing two items!,2025-01-18,STANDARD_NEGATIVE
RAT-028289,ORD-069127,CUST-04218,ITEM-107,LOC-015,3,3,2,3,Standard fare for this price point. Fast turnaround for lunch.,2025-10-19,STANDARD_NEUTRAL
RAT-028290,ORD-014699,CUST-26926,ITEM-013,LOC-015,3,4,4,2,Standard fare for this price point. Fast turnaround for lunch.,2025-04-03,STANDARD_NEUTRAL
RAT-028291,ORD-012333,CUST-16155,ITEM-026,LOC-001,5,4,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-11-29,STANDARD_POSITIVE
RAT-028292,ORD-009594,CUST-21397,ITEM-137,LOC-007,3,3,4,4,"Food was good, though service was a bit slow during the dinner rush.",2025-06-16,STANDARD_NEUTRAL
RAT-028293,ORD-058133,CUST-49182,ITEM-038,LOC-009,1,1,1,2,"Advertising says free item, but they required spending $80 first. Ridiculous!",2025-05-20,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028294,ORD-095644,CUST-14355,ITEM-136,LOC-001,1,1,2,1,Extremely disappointed. Food arrived lukewarm and fries were soggy.,2025-08-23,STANDARD_NEGATIVE
RAT-028295,ORD-097027,CUST-19611,ITEM-032,LOC-003,4,4,3,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-07-27,STANDARD_POSITIVE
RAT-028296,ORD-011037,CUST-14945,ITEM-139,LOC-012,4,5,3,3,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-08-25,STANDARD_POSITIVE
RAT-028297,ORD-094098,CUST-05579,ITEM-002,LOC-001,5,4,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-04-07,STANDARD_POSITIVE
RAT-028298,ORD-079909,CUST-24588,ITEM-094,LOC-003,5,4,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-02-07,STANDARD_POSITIVE
RAT-028299,ORD-053165,CUST-02208,ITEM-121,LOC-006,4,5,3,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-07-21,STANDARD_POSITIVE
RAT-028300,ORD-019352,CUST-33829,ITEM-149,LOC-001,1,1,1,2,Coupon refused at checkout even though the email said valid all month.,2025-02-17,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028301,ORD-095864,CUST-14276,ITEM-032,LOC-010,1,2,1,3,Misleading promotion! The discount was capped at a tiny fraction of total.,2025-06-20,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028302,ORD-058414,CUST-14477,ITEM-136,LOC-014,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-07-29,STANDARD_POSITIVE
RAT-028303,ORD-018060,CUST-16356,ITEM-136,LOC-001,5,5,5,5,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-07-01,ANOMALY_SENTIMENT_MISMATCH_CONTRADICTORY
RAT-028304,ORD-027189,CUST-37231,ITEM-108,LOC-003,1,1,1,2,Overpriced and bland. The portions have shrunk noticeably.,2025-07-04,CANCELLED_ORDER_COMPLAINT
RAT-028305,ORD-098592,CUST-25450,ITEM-056,LOC-001,3,3,3,2,"Decent food, average service. Nothing particularly memorable.",2025-03-08,STANDARD_NEUTRAL
RAT-028306,ORD-067853,CUST-11752,ITEM-016,LOC-014,5,5,5,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-08-05,STANDARD_POSITIVE
RAT-028307,ORD-081796,CUST-34487,ITEM-041,LOC-017,1,2,1,3,Coupon refused at checkout even though the email said valid all month.,2025-12-15,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028308,ORD-011830,CUST-46473,ITEM-016,LOC-006,5,5,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-01-21,STANDARD_POSITIVE
RAT-028309,ORD-073674,CUST-20416,ITEM-104,LOC-013,4,3,3,3,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-04-30,STANDARD_POSITIVE
RAT-028310,ORD-024503,CUST-06595,ITEM-048,LOC-014,5,5,5,5,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-09-14,STANDARD_POSITIVE
RAT-028311,ORD-027205,CUST-21523,ITEM-016,LOC-017,4,4,4,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-01-08,STANDARD_POSITIVE
RAT-028312,ORD-001266,CUST-32521,ITEM-106,LOC-013,2,3,3,2,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-02-06,STANDARD_NEGATIVE
RAT-028313,ORD-035752,CUST-44755,ITEM-013,LOC-009,5,4,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-06-28,STANDARD_POSITIVE
RAT-028314,ORD-087822,CUST-17617,ITEM-014,LOC-020,5,5,5,4,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-02-17,STANDARD_POSITIVE
RAT-028315,ORD-024316,CUST-27302,ITEM-147,LOC-002,5,4,5,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-06-02,STANDARD_POSITIVE
RAT-028316,ORD-047458,CUST-16366,ITEM-017,LOC-015,3,3,2,2,Okay experience. Good location but food was slightly under-seasoned.,2025-02-10,STANDARD_NEUTRAL
RAT-028317,ORD-046876,CUST-07017,ITEM-111,LOC-013,1,1,1,2,The meal was completely cold and order was missing two items!,2025-11-07,CANCELLED_ORDER_COMPLAINT
RAT-028318,ORD-060360,CUST-42847,ITEM-089,LOC-005,5,5,5,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-03-21,STANDARD_POSITIVE
RAT-028319,ORD-043421,CUST-01821,ITEM-092,LOC-016,1,1,1,1,Overpriced and bland. The portions have shrunk noticeably.,2025-08-23,STANDARD_NEGATIVE
RAT-028320,ORD-033380,CUST-33048,ITEM-014,LOC-005,4,4,4,3,Incredible taste and immaculate vibe. Five stars all the way!,2025-03-19,STANDARD_POSITIVE
RAT-028321,ORD-064103,CUST-25537,ITEM-010,LOC-012,3,4,3,4,"Decent food, average service. Nothing particularly memorable.",2025-11-20,STANDARD_NEUTRAL
RAT-028322,ORD-054665,CUST-31459,ITEM-032,LOC-012,1,1,1,1,Horrible experience from start to finish. Zero stars if I could.,2025-12-30,STANDARD_NEGATIVE
RAT-028323,ORD-092689,CUST-47691,ITEM-140,LOC-016,4,4,4,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-02-23,STANDARD_POSITIVE
RAT-028324,ORD-070961,CUST-34975,ITEM-116,LOC-014,5,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-06-09,STANDARD_POSITIVE
RAT-028325,ORD-075476,CUST-34670,ITEM-086,LOC-016,5,5,5,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-11-11,STANDARD_POSITIVE
RAT-028326,ORD-059470,CUST-15195,ITEM-037,LOC-002,5,4,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-08-12,STANDARD_POSITIVE
RAT-028327,ORD-095790,CUST-08498,ITEM-103,LOC-002,5,5,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-06-02,STANDARD_POSITIVE
RAT-028328,ORD-034397,CUST-07445,ITEM-145,LOC-015,4,3,5,3,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-12-23,STANDARD_POSITIVE
RAT-028329,ORD-013177,CUST-09949,ITEM-086,LOC-011,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-10-21,STANDARD_POSITIVE
RAT-028330,ORD-065037,CUST-48460,ITEM-091,LOC-005,5,5,4,5,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-11-02,STANDARD_POSITIVE
RAT-028331,ORD-007908,CUST-18712,ITEM-050,LOC-014,4,4,5,3,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-11-04,STANDARD_POSITIVE
RAT-028332,ORD-003373,CUST-44586,ITEM-122,LOC-008,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-04-28,STANDARD_POSITIVE
RAT-028333,ORD-027573,CUST-40339,ITEM-041,LOC-014,4,5,5,4,Remarkable quality! Fresh ingredients and beautifully plated presentation.,2025-04-11,STANDARD_POSITIVE
RAT-028334,ORD-024593,CUST-05828,ITEM-077,LOC-003,4,3,3,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-12-04,STANDARD_POSITIVE
RAT-028335,ORD-013103,CUST-39311,ITEM-075,LOC-010,4,5,4,3,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-04-03,STANDARD_POSITIVE
RAT-028336,ORD-025643,CUST-16867,ITEM-007,LOC-003,5,5,5,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-07-02,STANDARD_POSITIVE
RAT-028337,ORD-003140,CUST-46980,ITEM-107,LOC-001,5,5,4,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-02-05,STANDARD_POSITIVE
RAT-028338,ORD-077180,CUST-15351,ITEM-108,LOC-016,4,3,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-04-24,STANDARD_POSITIVE
RAT-028339,ORD-018644,CUST-43207,ITEM-099,LOC-013,4,4,4,4,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-06-10,STANDARD_POSITIVE
RAT-028340,ORD-060118,CUST-31472,ITEM-013,LOC-017,5,4,5,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-12-08,STANDARD_POSITIVE
RAT-028341,ORD-028781,CUST-32390,ITEM-017,LOC-017,5,4,5,4,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-10-17,STANDARD_POSITIVE
RAT-028342,ORD-082204,CUST-21187,ITEM-137,LOC-016,3,4,2,4,Standard fare for this price point. Fast turnaround for lunch.,2025-08-15,STANDARD_NEUTRAL
RAT-028343,ORD-060333,CUST-04440,ITEM-058,LOC-018,3,3,3,4,Standard fare for this price point. Fast turnaround for lunch.,2025-08-17,STANDARD_NEUTRAL
RAT-028344,ORD-030633,CUST-36032,ITEM-106,LOC-011,5,4,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-02-28,STANDARD_POSITIVE
RAT-028345,ORD-038494,CUST-08550,ITEM-055,LOC-016,4,3,4,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-12-13,STANDARD_POSITIVE
RAT-028346,ORD-048353,CUST-18502,ITEM-089,LOC-013,1,1,1,2,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-03-18,CANCELLED_ORDER_COMPLAINT
RAT-028347,ORD-029409,CUST-25286,ITEM-078,LOC-018,1,1,1,1,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-05-02,STANDARD_NEGATIVE
RAT-028348,ORD-089839,CUST-44781,ITEM-032,LOC-019,4,4,4,5,Incredible taste and immaculate vibe. Five stars all the way!,2025-04-08,STANDARD_POSITIVE
RAT-028349,ORD-087158,CUST-12601,ITEM-031,LOC-012,1,2,1,2,Misleading promotion! The discount was capped at a tiny fraction of total.,2025-03-20,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028350,ORD-078756,CUST-09298,ITEM-042,LOC-002,5,5,5,5,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-03-15,STANDARD_POSITIVE
RAT-028351,ORD-025940,CUST-30958,ITEM-086,LOC-010,5,4,5,5,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-03-22,STANDARD_POSITIVE
RAT-028352,ORD-046881,CUST-12280,ITEM-026,LOC-013,4,4,3,4,Loved everything from the drinks to dessert. Will definitely be a regular!,2025-12-23,STANDARD_POSITIVE
RAT-028353,ORD-036844,CUST-09507,ITEM-037,LOC-017,4,4,3,5,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-04-02,STANDARD_POSITIVE
RAT-028354,ORD-078315,,ITEM-148,LOC-017,4,4,3,4,"Great value, friendly waitstaff, and food arrived piping hot within 15 minutes.",2025-12-10,STANDARD_POSITIVE
RAT-028355,ORD-038931,CUST-28801,ITEM-068,LOC-012,1,1,1,2,"Rude staff, unclean tables, and subpar taste. Not coming back.",2025-12-17,CANCELLED_ORDER_COMPLAINT
RAT-028356,ORD-029871,CUST-07493,ITEM-026,LOC-004,3,2,3,4,Standard fare for this price point. Fast turnaround for lunch.,2025-09-29,STANDARD_NEUTRAL
RAT-028357,ORD-087658,CUST-46481,ITEM-076,LOC-009,4,4,5,4,Absolutely stellar experience! The signature dishes were bursting with flavor.,2025-08-12,STANDARD_POSITIVE
RAT-028358,ORD-058145,CUST-14640,ITEM-032,LOC-007,1,1,1,1,Terrible customer service. Waited 45 minutes for our drinks to arrive.,2025-03-09,STANDARD_NEGATIVE
RAT-028359,ORD-058104,CUST-11808,ITEM-054,LOC-019,1,1,1,2,Coupon refused at checkout even though the email said valid all month.,2025-06-22,ANOMALY_MISLEADING_PROMO_BACKLASH
RAT-028360,ORD-040771,CUST-12444,ITEM-031,LOC-006,4,4,4,3,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-06-23,STANDARD_POSITIVE
RAT-028361,ORD-030159,CUST-40781,ITEM-111,LOC-001,4,4,4,3,Incredible taste and immaculate vibe. Five stars all the way!,2025-04-13,STANDARD_POSITIVE
RAT-028362,ORD-088993,CUST-26655,ITEM-107,LOC-002,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-08-31,STANDARD_POSITIVE
RAT-028363,ORD-047402,CUST-02155,ITEM-093,LOC-014,5,5,5,5,Outstanding culinary creativity. Highly recommend to everyone in town.,2025-12-10,STANDARD_POSITIVE
RAT-028364,ORD-012993,CUST-28697,ITEM-109,LOC-012,4,3,3,4,Incredible taste and immaculate vibe. Five stars all the way!,2025-02-07,STANDARD_POSITIVE
RAT-028365,ORD-025391,CUST-11940,ITEM-080,LOC-001,1,1,1,1,The meal was completely cold and order was missing two items!,2025-03-30,STANDARD_NEGATIVE
RAT-028366,ORD-045859,CUST-25371,ITEM-013,LOC-017,3,3,2,3,Standard fare for this price point. Fast turnaround for lunch.,2025-06-17,STANDARD_NEUTRAL
RAT-028367,ORD-016757,CUST-45801,ITEM-083,LOC-007,5,5,5,4,"Best meal we've had in months. Fast, courteous service and cozy ambiance.",2025-06-26,STANDARD_POSITIVE
